Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,Rest,Rest,Rest
24.0,Rest,Rest,Rest
48.0,Rest,Rest,Rest
72.0,P8,Rest,Rest
96.0,M6,Rest,Rest
120.0,m3,Rest,Rest
144.0,P4,P8,P5
168.0,m3,P5,M3
192.0,P4,P8,P5
216.0,-P4,P5,P8
240.0,m3,P5,M3
264.0,P5,Rest,Rest
288.0,M3,P5,m3
312.0,Rest,P5,Rest
336.0,Rest,P5,Rest
360.0,m3,P5,M3
384.0,P5,Rest,Rest
408.0,P8,Rest,Rest
432.0,P1,P5,P5
456.0,m3,P5,M3
480.0,M2,M6,P5
504.0,-P4,P5,P8
528.0,-P4,P5,P8
552.0,-P8,Rest,Rest
576.0,-m3,M3,P5
600.0,Rest,P5,Rest
624.0,Rest,P8,Rest
648.0,m3,P5,M3
672.0,M3,Rest,Rest
696.0,P5,Rest,Rest
720.0,P8,P8,P1
744.0,M3,P5,m3
768.0,P4,P8,P5
792.0,M3,M3,P8
816.0,P1,P8,P8
840.0,P5,Rest,Rest
864.0,P1,P8,P8
888.0,Rest,M3,Rest
912.0,Rest,P8,Rest
936.0,-P4,P5,P8
960.0,P1,Rest,Rest
984.0,M3,Rest,Rest
1008.0,m3,P5,M3
1032.0,M3,M3,P8
1056.0,Rest,Rest,P1
1080.0,Rest,P8,Rest
1104.0,Rest,Rest,P1
1128.0,P5,Rest,Rest
1152.0,-m3,M3,P5
1176.0,P1,P5,P5
1200.0,Rest,Rest,P5
1224.0,Rest,P5,Rest
1248.0,Rest,Rest,P8
1272.0,-P5,Rest,Rest
1296.0,-P4,P5,P8
1320.0,m3,P8,M6
1344.0,Rest,Rest,P5
1368.0,M6,M3,P5
1392.0,m3,P5,M3
1416.0,P4,P8,P5
