Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
36.0,M3,P5,m3
72.0,M6,M3,P5
108.0,P1,Rest,Rest
144.0,P8,P8,P1
180.0,Rest,Rest,m3
216.0,P4,P8,P5
252.0,P1,Rest,Rest
288.0,P5,P5,P1
324.0,Rest,Rest,M3
360.0,P4,P8,P5
396.0,P1,Rest,Rest
432.0,P5,P5,P1
468.0,Rest,Rest,P1
504.0,P4,P8,P5
540.0,P1,Rest,Rest
576.0,-P4,P5,P8
612.0,Rest,Rest,P8
648.0,-P4,P5,P8
684.0,P1,Rest,Rest
720.0,P4,P8,P5
756.0,Rest,Rest,P4
792.0,P8,P4,-P5
828.0,P5,Rest,Rest
864.0,M3,P5,m3
900.0,Rest,Rest,P4
936.0,P4,P8,P5
972.0,P5,Rest,Rest
1008.0,P4,P8,P5
1044.0,Rest,Rest,P8
1080.0,P4,P8,P5
1116.0,P5,P5,P8
1152.0,P1,P5,P5
1188.0,Rest,Rest,P5
1224.0,P5,M3,-m3
1260.0,P1,P5,P5
1296.0,P5,P5,P1
1332.0,Rest,Rest,P5
1368.0,P4,P8,P5
1404.0,M3,M3,P8
1440.0,P4,P8,P5
1476.0,Rest,Rest,P1
1512.0,M6,P8,m3
1548.0,P4,P8,P5
1584.0,P4,P8,P5
