Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,m3,P8,M6
48.0,P4,P8,P5
72.0,P5,P5,P1
96.0,P5,P5,P1
120.0,P8,Rest,Rest
144.0,P8,P4,-P5
168.0,Rest,Rest,-P5
192.0,P5,P5,P1
216.0,P8,Rest,Rest
240.0,P8,P4,-P5
264.0,Rest,P5,Rest
288.0,P4,P8,P5
312.0,P4,P8,P5
336.0,P5,P8,P4
360.0,P5,Rest,Rest
384.0,m3,P5,M3
408.0,Rest,Rest,m3
432.0,P4,P8,P5
456.0,P5,Rest,Rest
480.0,P8,P8,P1
504.0,Rest,P8,Rest
528.0,P5,M3,-m3
552.0,P8,P4,-P5
576.0,M3,M6,-P5
600.0,P5,Rest,Rest
624.0,P1,P5,P5
648.0,Rest,Rest,P4
672.0,P1,P8,P8
696.0,-M3,Rest,Rest
720.0,m3,P5,M3
744.0,Rest,P8,Rest
768.0,P5,P5,P1
792.0,P4,P8,P5
816.0,P4,P8,P5
840.0,-M3,Rest,Rest
864.0,P4,P8,P5
888.0,Rest,Rest,P5
912.0,P5,P5,P8
936.0,P5,Rest,Rest
960.0,P4,P8,P5
984.0,Rest,P5,Rest
1008.0,m6,m2,-P5
1032.0,P5,Rest,Rest
1056.0,Rest,Rest,M3
1080.0,-P4,P5,P8
1104.0,-P4,P5,P8
1128.0,P1,P5,P5
1152.0,Rest,P5,Rest
1176.0,-M2,m6,m7
1200.0,P4,Rest,Rest
1224.0,Rest,Rest,P1
1248.0,M3,P5,m3
1272.0,P4,P8,P5
1296.0,,Rest,Rest
