Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,-d5,A4,P8
16.0,-P4,P5,P8
24.0,m3,P8,M6
32.0,P4,M2,M6
40.0,P4,P8,P5
48.0,P4,P8,P5
56.0,P4,P8,P5
64.0,Rest,Rest,P5
72.0,P5,P5,P1
80.0,M6,M6,P1
88.0,P5,P5,P1
96.0,P5,P5,P1
104.0,P4,P4,P1
112.0,P5,Rest,Rest
120.0,P8,Rest,Rest
128.0,M7,Rest,Rest
136.0,P8,Rest,Rest
144.0,P8,P4,-P5
152.0,P8,P4,-P5
160.0,Rest,P1,Rest
168.0,Rest,Rest,-P5
176.0,P5,m3,-M3
184.0,P5,m3,-M3
192.0,P5,P5,P1
200.0,P5,P5,P1
208.0,M6,Rest,Rest
216.0,P8,Rest,Rest
224.0,P8,Rest,Rest
232.0,M6,Rest,Rest
240.0,P8,P4,-P5
248.0,P8,P4,-P5
256.0,A4,M7,-P5
264.0,Rest,P5,Rest
272.0,Rest,M6,Rest
280.0,P4,P8,P5
288.0,P4,P8,P5
296.0,P4,P8,P5
304.0,Rest,Rest,P5
312.0,P4,P8,P5
320.0,P4,P8,P5
328.0,P4,P8,P5
336.0,P5,P8,P4
344.0,P5,P8,P4
352.0,P8,Rest,Rest
360.0,P5,Rest,Rest
368.0,P5,Rest,Rest
376.0,M6,Rest,Rest
384.0,m3,P5,M3
392.0,m2,P4,M3
400.0,Rest,P5,Rest
408.0,Rest,Rest,m3
416.0,m3,P5,M3
424.0,m3,P5,M3
432.0,P4,P8,P5
440.0,P4,P8,P5
448.0,P5,Rest,Rest
456.0,P5,Rest,Rest
464.0,P5,Rest,Rest
472.0,P5,Rest,Rest
480.0,P8,P8,P1
488.0,P8,P8,P1
496.0,P5,P5,P1
504.0,Rest,P8,Rest
512.0,Rest,P5,Rest
520.0,P5,M3,-m3
528.0,P5,M3,-m3
536.0,P5,M3,-m3
544.0,Rest,Rest,P1
552.0,P8,P4,-P5
560.0,M2,P5,-P5
568.0,Rest,Rest,-P5
576.0,M3,M6,-P5
584.0,P8,M6,-m3
592.0,M6,Rest,Rest
600.0,P5,Rest,Rest
608.0,Rest,Rest,Rest
616.0,P5,Rest,Rest
624.0,P1,P5,P5
632.0,P1,P5,P5
640.0,Rest,P8,Rest
648.0,Rest,Rest,P4
656.0,m3,P8,M6
664.0,m3,P8,M6
672.0,P1,P8,P8
680.0,P1,P8,P8
688.0,-m3,Rest,Rest
696.0,-M3,Rest,Rest
704.0,P1,Rest,Rest
712.0,P4,Rest,Rest
720.0,m3,P5,M3
728.0,m3,P5,M3
736.0,m3,P5,M3
744.0,Rest,P8,Rest
752.0,Rest,P8,Rest
760.0,M3,P5,m3
768.0,P5,P5,P1
776.0,P5,P5,P1
784.0,Rest,Rest,m3
792.0,P4,P8,P5
800.0,P5,M2,P5
808.0,P4,P8,P5
816.0,P4,P8,P5
824.0,P4,m7,P4
832.0,M2,Rest,Rest
840.0,-M3,Rest,Rest
848.0,-M3,Rest,Rest
856.0,P1,Rest,Rest
864.0,P4,P8,P5
872.0,P5,M2,P5
880.0,Rest,P8,Rest
888.0,Rest,Rest,P5
896.0,P5,M3,M6
904.0,m6,P4,M6
912.0,P5,P5,P8
920.0,P5,P5,P8
928.0,P5,Rest,Rest
936.0,P5,Rest,Rest
944.0,P5,Rest,Rest
952.0,P5,Rest,Rest
960.0,P4,P8,P5
968.0,P4,P8,P5
976.0,Rest,Rest,P1
984.0,Rest,P5,Rest
992.0,Rest,P5,Rest
1000.0,M6,P4,-M3
1008.0,m6,m2,-P5
1016.0,P5,m3,-M3
1024.0,P4,P4,P1
1032.0,P5,Rest,Rest
1040.0,M3,Rest,Rest
1048.0,-M3,P1,M3
1056.0,Rest,Rest,M3
1064.0,Rest,Rest,M3
1072.0,Rest,P4,Rest
1080.0,-P4,P5,P8
1088.0,-P4,P4,m7
1096.0,-P4,M3,M6
1104.0,-P4,P5,P8
1112.0,-m3,Rest,Rest
1120.0,-P4,Rest,Rest
1128.0,P1,P5,P5
1136.0,P1,P5,P5
1144.0,Rest,Rest,M3
1152.0,Rest,P5,Rest
1160.0,Rest,P4,Rest
1168.0,-P5,M2,M6
1176.0,-M2,m6,m7
1184.0,P5,M2,P5
1192.0,P5,P5,P8
1200.0,P4,Rest,Rest
1208.0,M6,Rest,Rest
1216.0,P5,P8,P4
1224.0,Rest,Rest,P1
1232.0,Rest,Rest,P1
1240.0,Rest,M3,Rest
1248.0,M3,P5,m3
1256.0,P4,P8,P5
1264.0,P4,m7,P4
1272.0,P4,P8,P5
1280.0,,Rest,Rest
