Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P5,P5,P1
8.0,P5,P5,P1
16.0,M3,M3,P1
24.0,M3,P5,m3
32.0,M3,P5,m3
40.0,P4,m6,m3
48.0,P4,P8,P5
56.0,P4,P8,P5
64.0,M3,P8,m6
72.0,Rest,Rest,Rest
80.0,Rest,Rest,Rest
88.0,Rest,Rest,Rest
96.0,P5,P5,P1
104.0,P5,P5,P1
112.0,A4,M3,-M2
120.0,Rest,P5,Rest
128.0,Rest,P8,Rest
136.0,Rest,P5,Rest
144.0,M3,P5,m3
152.0,M3,P5,m3
160.0,P1,Rest,Rest
168.0,-P4,P5,P8
176.0,-P4,P5,P8
184.0,-m3,P5,m7
192.0,Rest,Rest,P5
200.0,Rest,Rest,P5
208.0,Rest,Rest,m3
216.0,P4,P8,P5
224.0,P4,P8,P5
232.0,m3,P8,M6
240.0,-m3,Rest,Rest
248.0,P1,Rest,Rest
256.0,m3,Rest,Rest
264.0,P1,P5,P5
272.0,P1,P5,P5
280.0,-M2,m3,P4
288.0,Rest,P1,Rest
296.0,Rest,m3,Rest
304.0,Rest,P5,Rest
312.0,-P4,P5,P8
320.0,-P4,P5,P8
328.0,-A4,Rest,Rest
336.0,P1,P5,P5
344.0,P1,P5,P5
352.0,-M2,P5,M6
360.0,Rest,Rest,P5
368.0,Rest,Rest,P5
376.0,Rest,Rest,P4
384.0,P5,P5,P1
392.0,P5,P5,P1
400.0,M6,M6,P1
408.0,Rest,Rest,Rest
416.0,Rest,Rest,Rest
424.0,Rest,Rest,Rest
432.0,P1,P5,P5
440.0,P1,P5,P5
448.0,P1,M3,M3
456.0,-M3,m3,P5
464.0,-M3,m3,P5
472.0,-P5,m2,m6
480.0,-P4,P5,P8
488.0,-P4,P5,P8
496.0,-P5,P5,M2
504.0,Rest,Rest,Rest
512.0,Rest,Rest,Rest
520.0,Rest,Rest,Rest
528.0,P1,P5,P5
536.0,P1,P5,P5
544.0,-m2,M3,P4
