Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,m3,m7,P5
24.0,P1,P5,P5
32.0,P1,P5,P5
40.0,-m2,P5,m6
48.0,-P4,P5,P8
56.0,-P4,P5,P8
64.0,-m2,M6,m7
72.0,P5,P5,P1
80.0,P5,P5,P1
88.0,Rest,P5,Rest
96.0,M3,P5,m3
104.0,M3,P5,m3
112.0,Rest,Rest,m3
120.0,P4,P8,P5
128.0,P4,P8,P5
136.0,m3,m7,P5
144.0,P5,P5,P1
152.0,P5,P5,P1
160.0,M7,P5,-M3
168.0,M3,P5,m3
176.0,M3,P5,m3
184.0,A4,M6,m3
192.0,P4,P8,P5
200.0,P4,P8,P5
208.0,M3,M7,P5
216.0,Rest,Rest,Rest
224.0,Rest,Rest,Rest
232.0,Rest,Rest,Rest
240.0,-P4,P5,P8
248.0,-P4,P5,P8
256.0,Rest,Rest,P8
264.0,P5,P5,P1
272.0,M3,M3,P1
280.0,P4,P4,P1
288.0,P8,P5,-P4
296.0,P8,P5,-P4
304.0,P5,M3,-m3
312.0,P5,P5,P1
320.0,P5,P5,P1
328.0,P8,M6,-m3
336.0,P8,P4,-P5
344.0,P8,P4,-P5
352.0,M6,M2,-P5
360.0,Rest,P5,Rest
368.0,Rest,P5,Rest
376.0,Rest,P5,Rest
384.0,P5,P5,P1
392.0,P4,P4,P1
400.0,M6,P5,-M2
408.0,P8,P4,-P5
416.0,P8,P4,-P5
424.0,P5,M2,-P4
432.0,P8,P4,-P5
440.0,P8,P4,-P5
448.0,m7,P4,-P4
456.0,P5,P5,P1
464.0,P5,P5,P1
472.0,Rest,M6,Rest
480.0,P4,P8,P5
488.0,P4,P8,P5
496.0,m3,m7,P5
504.0,P1,P5,P5
512.0,P1,P5,P5
520.0,Rest,Rest,P5
528.0,P1,P5,P5
536.0,P1,P5,P5
544.0,-P4,M3,M6
552.0,-P4,P5,P8
560.0,-P4,P5,P8
568.0,Rest,P5,Rest
576.0,-P4,P5,P8
584.0,-P4,P5,P8
592.0,-m6,P4,m2
600.0,-P8,P1,P8
608.0,-P8,P1,P8
616.0,-m6,M3,P8
624.0,P1,P5,P5
632.0,-M2,P5,M6
640.0,Rest,Rest,m7
648.0,P4,P8,P5
656.0,P4,P8,P5
664.0,P5,m7,m3
672.0,M3,P5,m3
680.0,M3,P5,m3
688.0,M3,P5,m3
696.0,P1,P5,P5
704.0,P1,P5,P5
712.0,M2,M6,P5
720.0,P5,P5,P1
728.0,P5,P5,P1
736.0,Rest,P5,Rest
744.0,P5,P5,P1
752.0,P5,P5,P1
760.0,P5,P5,P1
768.0,P8,P4,-P5
776.0,P8,P4,-P5
784.0,M2,P5,-P5
792.0,P5,P5,P1
800.0,P5,P5,P1
808.0,P5,P5,P1
816.0,M3,P5,m3
824.0,M3,P5,m3
832.0,M2,P5,P4
840.0,P1,P5,P5
848.0,P1,P5,P5
856.0,-P4,P4,m7
864.0,P1,P5,P5
872.0,P1,P5,P5
880.0,M2,P4,m3
888.0,-P4,P5,P8
896.0,-P4,P5,P8
904.0,Rest,Rest,M2
912.0,-P4,P5,P8
920.0,-P4,P5,P8
928.0,-P4,P4,m7
936.0,P1,P5,P5
944.0,P1,P5,P5
952.0,M3,M6,P4
960.0,P5,P5,P1
968.0,P5,P5,P1
976.0,A4,A4,P1
984.0,P1,P5,P5
992.0,P1,P5,P5
1000.0,A4,M6,m3
1008.0,P4,P8,P5
