Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,M2,M6,P5
16.0,P4,m6,m3
24.0,P4,P8,P5
32.0,Rest,Rest,M6
40.0,-P4,P5,P8
48.0,P4,P8,P5
56.0,P4,P8,P5
64.0,P1,P8,P8
72.0,P4,P8,P5
80.0,P4,P8,P5
88.0,M3,M6,P4
96.0,P5,P5,P1
104.0,P5,P5,P1
112.0,Rest,Rest,Rest
120.0,Rest,Rest,P8
128.0,-M2,P5,M6
136.0,-P4,m3,m6
144.0,-P4,P5,P8
152.0,Rest,M6,Rest
160.0,P4,P8,P5
168.0,-P4,P5,P8
176.0,-P4,P5,P8
184.0,P1,P8,P8
192.0,-P4,P5,P8
200.0,-P4,P5,P8
208.0,-M3,P4,M6
216.0,-P5,P1,P5
224.0,-P5,P1,P5
232.0,Rest,Rest,Rest
240.0,Rest,P5,Rest
248.0,P1,m3,m3
256.0,P1,P4,P4
264.0,P5,P5,P1
272.0,m3,m3,P1
280.0,A4,P5,m2
288.0,P4,P8,P5
296.0,P4,P8,P5
304.0,P4,m6,m3
312.0,P4,P8,P5
320.0,P4,P8,P5
328.0,P4,P8,P5
336.0,Rest,Rest,Rest
344.0,Rest,Rest,Rest
352.0,Rest,Rest,Rest
360.0,P4,P8,P5
368.0,P4,P8,P5
376.0,P4,m6,m3
384.0,P4,P8,P5
392.0,M2,M6,P5
400.0,P4,P8,P5
408.0,P5,P5,P1
416.0,m3,P5,M3
424.0,Rest,P8,Rest
432.0,-m3,M6,P8
440.0,P4,P8,P5
448.0,Rest,M6,Rest
456.0,P1,P5,P5
464.0,P8,P8,P1
472.0,Rest,Rest,Rest
480.0,-P4,P5,P8
488.0,-P4,P5,P8
496.0,Rest,Rest,m6
504.0,-P4,P5,P8
512.0,P1,M6,M6
520.0,-P4,P5,P8
528.0,-P5,P1,P5
536.0,-m3,M3,P5
544.0,Rest,Rest,P8
552.0,m3,P8,M6
560.0,-P4,P5,P8
568.0,Rest,Rest,M6
576.0,P1,P5,P5
584.0,-P8,P1,P8
592.0,Rest,Rest,Rest
600.0,P4,P8,P5
608.0,P4,P8,P5
616.0,Rest,m7,Rest
624.0,M3,P5,m3
632.0,A4,P5,m2
640.0,P4,m6,m3
648.0,P4,P8,P5
656.0,P5,P8,P4
664.0,P4,M6,M3
672.0,P4,P8,P5
680.0,P4,P8,P5
688.0,P4,P8,P5
696.0,Rest,Rest,Rest
704.0,Rest,Rest,Rest
712.0,Rest,Rest,Rest
720.0,P4,P8,P5
728.0,P4,P8,P5
736.0,P1,P5,P5
744.0,Rest,Rest,P8
752.0,Rest,P8,Rest
760.0,Rest,Rest,P8
768.0,Rest,Rest,P5
776.0,Rest,P5,Rest
784.0,Rest,P8,Rest
792.0,Rest,Rest,P8
800.0,Rest,P8,Rest
808.0,Rest,Rest,P5
816.0,P4,P8,P5
824.0,P4,P8,P5
832.0,Rest,Rest,Rest
840.0,Rest,Rest,P8
848.0,-P4,P5,P8
856.0,P1,P5,P5
864.0,Rest,P8,Rest
872.0,Rest,Rest,P8
880.0,Rest,P8,Rest
888.0,Rest,P5,Rest
896.0,Rest,Rest,P5
904.0,Rest,Rest,P8
912.0,Rest,P8,Rest
920.0,Rest,Rest,P8
928.0,Rest,P5,Rest
936.0,-P4,P5,P8
944.0,-P4,P5,P8
952.0,Rest,Rest,Rest
960.0,Rest,P5,Rest
968.0,Rest,Rest,P5
976.0,Rest,P5,Rest
984.0,Rest,P5,Rest
992.0,Rest,Rest,P5
1000.0,Rest,m6,Rest
1008.0,P4,P8,P5
1016.0,P4,m7,P4
1024.0,P4,M6,M3
1032.0,P4,P8,P5
1040.0,P4,P8,P5
1048.0,Rest,Rest,Rest
1056.0,-P4,P5,P8
1064.0,Rest,Rest,P8
1072.0,P1,P5,P5
1080.0,Rest,P8,Rest
1088.0,Rest,Rest,P8
1096.0,Rest,P8,Rest
1104.0,Rest,P5,Rest
1112.0,Rest,Rest,P5
1120.0,Rest,Rest,P8
1128.0,Rest,P8,Rest
1136.0,Rest,Rest,P8
1144.0,Rest,P5,Rest
1152.0,-P4,P5,P8
1160.0,-P4,P5,P8
1168.0,Rest,Rest,Rest
1176.0,Rest,P8,Rest
1184.0,P4,P8,P5
1192.0,P1,P5,P5
1200.0,Rest,Rest,P8
1208.0,Rest,P8,Rest
1216.0,Rest,Rest,P8
1224.0,Rest,Rest,P5
1232.0,Rest,P5,Rest
1240.0,Rest,P8,Rest
1248.0,Rest,Rest,P8
1256.0,Rest,P8,Rest
1264.0,Rest,Rest,P5
1272.0,P4,P8,P5
1280.0,P4,P8,P5
1288.0,Rest,Rest,Rest
1296.0,Rest,Rest,P5
1304.0,Rest,Rest,P5
1312.0,Rest,P5,Rest
1320.0,Rest,Rest,P4
1328.0,P1,P5,P5
1336.0,Rest,m6,Rest
1344.0,P4,P8,P5
1352.0,P4,m7,P4
1360.0,P4,M6,M3
1368.0,P4,P8,P5
