Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,M6,P8,m3
24.0,P4,P8,P5
32.0,m3,P5,M3
40.0,P5,P5,P1
48.0,P5,M3,-m3
56.0,Rest,Rest,Rest
64.0,Rest,Rest,Rest
72.0,-P4,P5,P8
80.0,Rest,Rest,P8
88.0,Rest,Rest,P8
96.0,-P5,P1,P5
104.0,P1,P4,P4
112.0,A4,P5,m2
120.0,P4,P8,P5
128.0,P5,Rest,Rest
136.0,P1,Rest,Rest
144.0,P4,P8,P5
152.0,P4,P8,P5
160.0,P1,M6,M6
168.0,-P4,P5,P8
176.0,P1,P5,P5
184.0,-m2,P5,m6
192.0,-P4,P5,P8
200.0,Rest,Rest,Rest
208.0,Rest,Rest,Rest
216.0,P5,P5,P1
224.0,M3,P5,m3
232.0,P4,m6,m3
240.0,P4,P8,P5
248.0,P1,P5,P5
256.0,M3,P5,m3
264.0,P4,P8,P5
272.0,Rest,Rest,Rest
280.0,Rest,Rest,Rest
288.0,-P4,P5,P8
296.0,-M6,m3,P8
304.0,-m2,P5,m6
312.0,-P4,P5,P8
320.0,P4,P8,P5
328.0,m3,P5,M3
336.0,P5,P5,P1
344.0,Rest,Rest,Rest
352.0,Rest,Rest,Rest
360.0,P1,P5,P5
368.0,Rest,Rest,P5
376.0,Rest,Rest,m3
384.0,m3,P5,M3
392.0,-M3,m3,P5
400.0,-M2,P4,P5
408.0,-P4,P5,P8
416.0,Rest,Rest,Rest
424.0,Rest,Rest,Rest
432.0,M6,P8,m3
440.0,P5,M2,P5
448.0,P5,M3,M6
456.0,P5,P5,P8
464.0,P5,M2,P5
472.0,P5,m7,m3
480.0,P4,P8,P5
488.0,Rest,Rest,Rest
496.0,Rest,Rest,Rest
504.0,-P4,P5,P8
512.0,-P4,P5,P8
520.0,P1,m6,m6
528.0,P4,P8,P5
536.0,-m3,P4,m6
544.0,-m2,P5,m6
552.0,-P4,P5,P8
560.0,Rest,Rest,Rest
568.0,Rest,Rest,Rest
576.0,P8,P8,P1
584.0,Rest,Rest,m3
592.0,Rest,Rest,d5
600.0,P4,P8,P5
608.0,M3,Rest,Rest
616.0,M2,Rest,Rest
624.0,P5,P5,P1
632.0,Rest,Rest,Rest
640.0,Rest,Rest,Rest
648.0,-P8,P1,P8
656.0,-m6,Rest,Rest
664.0,-P5,Rest,Rest
672.0,-P4,P5,P8
680.0,-m3,M3,P5
688.0,-P4,M3,M6
696.0,-P4,P5,P8
704.0,Rest,Rest,Rest
712.0,Rest,Rest,Rest
720.0,-P4,P5,P8
728.0,-M2,P5,M6
736.0,m2,m7,M6
744.0,P1,P8,P8
752.0,Rest,Rest,Rest
760.0,Rest,Rest,Rest
768.0,P8,P5,P5
776.0,P5,P8,P4
784.0,P1,P5,P5
792.0,-P4,P5,P8
800.0,Rest,Rest,Rest
808.0,Rest,Rest,Rest
816.0,-P8,P1,P8
824.0,-P5,m3,m7
832.0,-M3,m3,P5
840.0,-P4,P5,P8
848.0,-m6,M2,m7
856.0,-P4,M3,M6
864.0,-P4,P5,P8
