Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P5,-P5,P1
8.0,-P5,-P5,P1
16.0,P1,-m3,-m3
24.0,P5,P1,-P5
32.0,P5,P1,-P5
40.0,P5,m3,-M3
48.0,P5,P5,P1
56.0,M3,P5,m3
64.0,m3,m3,P1
72.0,P5,P5,P1
80.0,P4,P5,M2
88.0,Rest,Rest,Rest
96.0,P4,P8,P5
104.0,P4,P8,P5
112.0,Rest,M6,Rest
120.0,P5,P5,P1
128.0,P8,P4,-P5
136.0,P5,P4,-M2
144.0,P4,P8,P5
152.0,P4,P8,P5
160.0,P5,m7,m3
168.0,P5,P5,P1
176.0,P5,P5,P1
184.0,Rest,Rest,Rest
192.0,P5,-P4,-P8
200.0,P5,-m3,-m7
208.0,m3,-P4,-m6
216.0,P1,-P5,-P5
224.0,P1,-P5,-P5
232.0,Rest,-M3,Rest
240.0,P5,P1,-P5
248.0,P4,M2,-m3
256.0,P5,m3,-M3
264.0,P5,M3,-m3
272.0,A4,M3,-M2
280.0,Rest,Rest,Rest
288.0,P5,P5,P1
296.0,P5,P5,P1
304.0,P5,M3,-m3
312.0,P8,P4,-P5
320.0,P8,P4,-P5
328.0,M7,M6,-M2
336.0,P4,P8,P5
344.0,P5,M2,P5
352.0,Rest,m2,Rest
360.0,P1,P5,P5
368.0,m3,P5,M3
376.0,M3,Rest,Rest
384.0,P8,P4,-P5
392.0,m7,P5,-m3
400.0,Rest,Rest,P1
408.0,M3,P5,m3
416.0,P4,m6,m3
424.0,P4,P8,P5
432.0,P5,P5,P1
440.0,P5,P5,P1
448.0,P5,m3,-M3
456.0,P8,P4,-P5
464.0,P8,P4,-P5
472.0,Rest,Rest,Rest
480.0,P5,P1,-P5
488.0,P5,-P4,-P8
496.0,-P4,-M2,m3
504.0,-P5,P1,P5
512.0,-P5,P1,P5
520.0,Rest,Rest,P8
528.0,-P5,P1,P5
536.0,-P5,P1,P5
544.0,-P4,P1,P4
552.0,-P5,P1,P5
560.0,-m3,M2,P4
568.0,-M3,Rest,Rest
576.0,-P5,P1,P5
584.0,-m6,-m3,P4
592.0,Rest,m3,Rest
600.0,-P5,P1,P5
608.0,-P5,-m3,M3
616.0,-P5,-P5,P1
624.0,-m6,-m3,P4
632.0,-m6,-m2,P5
640.0,Rest,Rest,P8
648.0,-P4,m3,m6
656.0,P1,P4,P4
664.0,M3,P5,m3
672.0,P5,P5,P1
680.0,P5,P5,P1
688.0,M3,Rest,Rest
696.0,P4,P8,P5
704.0,P4,P8,P5
712.0,Rest,m6,Rest
720.0,-P4,P5,P8
728.0,-M2,M3,A4
736.0,-M2,P5,M6
744.0,-P5,P1,P5
752.0,-P5,-M2,P4
760.0,Rest,Rest,M6
768.0,P1,P5,P5
776.0,P1,P5,P5
784.0,P4,P8,P5
792.0,P5,P5,P1
800.0,A4,A4,P1
808.0,M2,P4,m3
816.0,P1,P8,P8
824.0,P1,P8,P8
832.0,Rest,Rest,Rest
840.0,P4,P8,P5
848.0,d5,m7,M3
856.0,Rest,Rest,P4
864.0,P8,P8,P1
872.0,P8,M6,-m3
880.0,P8,P4,-P5
888.0,m6,P4,-m3
896.0,P5,P5,P1
904.0,P4,P8,P5
912.0,M6,P8,m3
920.0,M2,P5,P4
928.0,P5,m7,m3
936.0,P8,P8,P1
