Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,M2,M6,P5
16.0,d5,m6,M2
24.0,P4,P8,P5
32.0,M2,M6,P5
40.0,Rest,P8,Rest
48.0,M2,M6,P5
56.0,M2,M6,P5
64.0,P4,P8,P5
72.0,P4,P8,P5
80.0,P4,P8,P5
88.0,Rest,Rest,Rest
96.0,P5,P5,P8
104.0,M3,M3,P8
112.0,P1,P8,P8
120.0,P4,P8,P5
128.0,P4,P8,P5
136.0,Rest,P8,Rest
144.0,P1,P5,P5
152.0,P1,P5,P5
160.0,P4,m6,m3
168.0,P4,P8,P5
176.0,P4,P8,P5
184.0,Rest,Rest,Rest
192.0,-m3,M3,P5
200.0,-m3,M3,P5
208.0,P1,m3,m3
216.0,P1,P5,P5
224.0,m2,m6,P5
232.0,Rest,P8,Rest
240.0,P4,P8,P5
248.0,m2,m6,P5
256.0,P4,m6,m3
264.0,P4,P8,P5
272.0,P4,m7,P4
280.0,A4,M6,m3
288.0,P4,P8,P5
296.0,P4,P8,P5
304.0,Rest,Rest,Rest
312.0,-P4,P5,P8
320.0,-M2,P5,M6
328.0,-A4,m3,M6
336.0,-P4,P5,P8
344.0,-M2,P5,M6
352.0,Rest,Rest,P8
360.0,-M2,P5,M6
368.0,-M2,P5,M6
376.0,-P4,P5,P8
384.0,-P4,P5,P8
392.0,-P4,P5,P8
400.0,Rest,Rest,Rest
408.0,-P5,P8,P5
416.0,-M3,P8,M3
424.0,P1,P8,P8
432.0,-P4,P5,P8
440.0,-P4,P5,P8
448.0,Rest,Rest,P8
456.0,P1,P5,P5
464.0,P1,P5,P5
472.0,-P4,m3,m6
480.0,-P4,P5,P8
488.0,-P4,P5,P8
496.0,Rest,Rest,Rest
504.0,m3,P5,M3
512.0,m3,P5,M3
520.0,P1,m3,m3
528.0,P1,P5,P5
536.0,-m2,P5,m6
544.0,Rest,Rest,P8
552.0,-P4,P5,P8
560.0,-m2,P5,m6
568.0,-P4,m3,m6
576.0,-P4,P5,P8
584.0,-P4,P4,m7
592.0,-A4,m3,M6
600.0,-P4,P5,P8
608.0,-P4,P5,P8
616.0,Rest,Rest,Rest
624.0,P4,P8,P5
632.0,M2,M6,P5
640.0,P4,m6,m3
648.0,Rest,P8,Rest
656.0,P1,P5,P5
664.0,A4,A8,P5
672.0,Rest,P5,Rest
680.0,P1,P5,P5
688.0,P4,P8,P5
696.0,Rest,P8,Rest
704.0,P1,P8,P8
712.0,Rest,Rest,Rest
720.0,Rest,P8,Rest
728.0,P1,P8,P8
736.0,-m3,M6,P8
744.0,Rest,P5,Rest
752.0,P4,P8,P5
760.0,m3,m7,P5
768.0,Rest,P5,Rest
776.0,P4,P8,P5
784.0,m3,P8,M6
792.0,Rest,P8,Rest
800.0,-P4,P5,P8
808.0,P1,Rest,Rest
816.0,Rest,P1,Rest
824.0,m3,P5,M3
832.0,Rest,P5,Rest
840.0,P4,P8,P5
848.0,m3,P8,M6
856.0,Rest,P8,Rest
864.0,-P4,P5,P8
872.0,P4,P8,P5
880.0,Rest,P5,Rest
888.0,P4,P8,P5
896.0,P4,P8,P5
904.0,P1,M6,M6
912.0,Rest,P8,Rest
920.0,m3,m7,P5
928.0,P1,Rest,Rest
936.0,-P4,P5,P8
944.0,P1,M6,M6
952.0,Rest,Rest,M6
960.0,Rest,Rest,P8
968.0,P1,P5,P5
976.0,-P4,P5,P8
984.0,Rest,Rest,P5
992.0,P1,P5,P5
1000.0,-P4,P5,P8
1008.0,Rest,Rest,P8
1016.0,P1,P8,P8
1024.0,Rest,Rest,Rest
1032.0,Rest,Rest,P8
1040.0,P1,P8,P8
1048.0,M2,P8,m7
1056.0,Rest,Rest,P5
1064.0,-P4,P5,P8
1072.0,-m3,P5,m7
1080.0,Rest,Rest,P5
1088.0,-P4,P5,P8
1096.0,-m3,M6,P8
1104.0,Rest,Rest,P8
1112.0,P4,P8,P5
1120.0,P1,Rest,Rest
1128.0,Rest,Rest,P1
1136.0,-m3,M3,P5
1144.0,Rest,Rest,P5
1152.0,-P4,P5,P8
1160.0,-m3,M6,P8
1168.0,Rest,Rest,P8
1176.0,P4,P8,P5
1184.0,-P4,P5,P8
1192.0,Rest,Rest,P5
1200.0,P1,P5,P5
1208.0,P1,P5,P5
1216.0,A4,M6,m3
1224.0,P4,P8,P5
