Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,M2,P8,m7
24.0,-M2,P5,M6
32.0,-P4,P5,P8
40.0,-P4,P5,P8
48.0,-P4,P5,P8
56.0,P1,P5,P5
64.0,-P4,P5,P8
72.0,-P4,P5,P8
80.0,Rest,Rest,P8
88.0,Rest,Rest,P5
96.0,P4,P8,P5
104.0,P4,P8,P5
112.0,M2,P8,m7
120.0,-M2,P5,M6
128.0,-P4,P5,P8
136.0,-P4,P5,P8
144.0,Rest,m7,Rest
152.0,Rest,M6,Rest
160.0,P4,P8,P5
168.0,P4,P8,P5
176.0,P1,P8,P8
184.0,P4,P8,P5
192.0,-P4,P5,P8
200.0,m2,P8,M7
208.0,P1,m7,m7
216.0,P4,M6,M3
224.0,P4,P8,P5
232.0,P4,P8,P5
240.0,P1,P8,P8
248.0,-P4,P5,P8
256.0,-P4,P5,P8
264.0,P4,P8,P5
272.0,P1,P8,P8
280.0,M2,P5,P4
288.0,-P4,P5,P8
296.0,-P4,P5,P8
304.0,Rest,Rest,Rest
312.0,Rest,Rest,Rest
320.0,P4,P8,P5
328.0,P4,P8,P5
336.0,P1,P8,P8
344.0,-P4,P5,P8
352.0,-P4,P5,P8
360.0,-M2,P5,M6
368.0,Rest,Rest,P8
376.0,Rest,Rest,P5
384.0,P4,P8,P5
392.0,P4,P8,P5
400.0,Rest,P8,Rest
408.0,Rest,P5,Rest
416.0,-P4,P5,P8
424.0,m3,P8,M6
432.0,P1,P8,P8
440.0,-P4,P5,P8
448.0,-P4,P5,P8
456.0,P4,P8,P5
464.0,P1,P8,P8
472.0,P1,P5,P5
480.0,-P4,P5,P8
488.0,-P4,P5,P8
496.0,Rest,P5,Rest
504.0,Rest,Rest,P5
512.0,-P4,P5,P8
520.0,-P4,P5,P8
528.0,Rest,Rest,P8
536.0,Rest,P5,Rest
544.0,P4,P8,P5
552.0,P4,P8,P5
560.0,Rest,P8,Rest
568.0,Rest,Rest,P5
576.0,-P4,P5,P8
584.0,-P4,P5,P8
592.0,Rest,Rest,P8
600.0,Rest,P5,Rest
608.0,P4,P8,P5
616.0,P4,P8,P5
624.0,Rest,P8,Rest
632.0,Rest,Rest,P5
640.0,-P4,P5,P8
648.0,-P4,P5,P8
656.0,Rest,Rest,P8
664.0,Rest,P5,Rest
672.0,P4,P8,P5
680.0,P4,P8,P5
688.0,Rest,P8,Rest
696.0,Rest,Rest,P5
704.0,Rest,P5,Rest
712.0,Rest,Rest,P8
720.0,Rest,P8,Rest
728.0,Rest,Rest,P5
736.0,P4,P8,P5
744.0,P4,P8,P5
752.0,Rest,P8,Rest
760.0,Rest,Rest,P5
768.0,Rest,P5,Rest
776.0,Rest,Rest,P8
784.0,Rest,P8,Rest
792.0,Rest,Rest,P5
800.0,-P4,P5,P8
808.0,-P4,P5,P8
816.0,Rest,Rest,P8
824.0,Rest,P5,Rest
832.0,Rest,Rest,P5
840.0,Rest,P8,Rest
848.0,Rest,Rest,P8
856.0,Rest,P5,Rest
864.0,Rest,Rest,P8
872.0,Rest,P5,Rest
880.0,Rest,Rest,P8
888.0,Rest,P5,Rest
896.0,P4,P8,P5
904.0,P4,P8,P5
912.0,Rest,P8,Rest
920.0,Rest,Rest,P5
928.0,Rest,P5,Rest
936.0,Rest,Rest,P8
944.0,Rest,P8,Rest
952.0,Rest,Rest,P5
960.0,Rest,P8,Rest
968.0,Rest,Rest,P5
976.0,Rest,P8,Rest
984.0,Rest,Rest,P5
992.0,-P4,P5,P8
1000.0,-P4,P5,P8
1008.0,-M2,M6,M7
1016.0,P4,P8,P5
1024.0,P1,P5,P5
1032.0,-P4,M3,M6
1040.0,-P4,P5,P8
