Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,-P4,P5,P8
16.0,-m3,M6,P8
24.0,-P4,P5,P8
32.0,-P4,m7,m3
40.0,-P4,m7,m3
48.0,P4,P8,P5
56.0,M3,M2,m7
64.0,P1,P8,P8
72.0,-M3,P5,M7
80.0,M3,M7,P5
88.0,M3,M7,P5
96.0,P4,P8,P5
104.0,P4,P8,P5
112.0,Rest,Rest,Rest
120.0,P4,P8,P5
128.0,P1,m7,m7
136.0,d5,m2,P5
144.0,P1,P8,P8
152.0,-M2,m7,P8
160.0,-m3,M6,P8
168.0,Rest,P8,Rest
176.0,Rest,P5,Rest
184.0,Rest,Rest,P8
192.0,Rest,P5,Rest
200.0,Rest,P5,Rest
208.0,-M3,P4,M6
216.0,-P4,P5,P8
224.0,-m3,M6,P8
232.0,P1,P8,P8
240.0,Rest,P8,Rest
248.0,Rest,M6,Rest
256.0,Rest,M6,Rest
264.0,P1,Rest,Rest
272.0,P1,Rest,Rest
280.0,Rest,Rest,Rest
288.0,P4,P8,P5
296.0,m3,P8,M6
304.0,-m3,P5,m7
312.0,P4,P8,P5
320.0,M3,M6,P4
328.0,P5,m7,m3
336.0,P4,P8,P5
344.0,M2,M6,P5
352.0,M2,M6,P5
360.0,m3,Rest,Rest
368.0,-m3,Rest,Rest
376.0,m3,Rest,Rest
384.0,Rest,Rest,P8
392.0,Rest,Rest,m7
400.0,Rest,Rest,P8
408.0,Rest,P8,Rest
416.0,Rest,Rest,M6
424.0,Rest,Rest,P8
432.0,P4,P8,P5
440.0,M3,M2,m7
448.0,P5,P5,P8
456.0,Rest,P8,Rest
464.0,Rest,P8,Rest
472.0,Rest,P5,Rest
480.0,P4,P8,P5
488.0,P4,P8,P5
496.0,Rest,Rest,P5
504.0,P5,P8,P4
512.0,M2,m7,m6
520.0,P4,m7,P4
528.0,P4,P8,P5
536.0,P4,P8,P5
544.0,P5,M2,P5
552.0,m3,P8,M6
560.0,-P4,P5,P8
568.0,P1,m7,m7
576.0,P4,P8,P5
584.0,m3,P8,M6
592.0,-M2,P5,M6
600.0,-P4,P5,P8
608.0,Rest,M6,Rest
616.0,Rest,P8,Rest
624.0,-m3,M6,P8
632.0,Rest,M6,Rest
640.0,Rest,P8,Rest
648.0,-P5,Rest,Rest
656.0,-P4,Rest,Rest
664.0,-P4,Rest,Rest
672.0,Rest,P8,Rest
680.0,Rest,P8,Rest
688.0,Rest,Rest,Rest
696.0,P1,P8,P8
704.0,-m3,P5,m7
712.0,P1,M6,M6
720.0,P1,P8,P8
728.0,M3,M3,P8
736.0,P5,P5,P8
744.0,m3,Rest,Rest
752.0,-m3,Rest,Rest
760.0,m3,Rest,Rest
768.0,P1,P8,P8
776.0,-M2,m7,P8
784.0,-m3,M6,P8
792.0,Rest,Rest,P8
800.0,Rest,Rest,P8
808.0,Rest,Rest,M6
816.0,P4,P8,P5
824.0,M3,M2,m7
832.0,P1,P8,P8
840.0,Rest,P8,Rest
848.0,Rest,P8,Rest
856.0,Rest,M6,Rest
864.0,P4,P8,P5
872.0,P5,P8,P4
880.0,Rest,Rest,m3
888.0,P5,P8,P4
896.0,m3,m7,P5
904.0,-m3,P4,m6
912.0,Rest,Rest,P8
920.0,Rest,Rest,P5
928.0,Rest,M6,Rest
936.0,Rest,Rest,P8
944.0,Rest,P8,Rest
952.0,P1,m7,m7
960.0,P5,P8,P4
968.0,P4,P8,P5
976.0,M7,M2,m3
984.0,P8,P5,P5
992.0,m7,P4,P5
1000.0,P4,P8,P5
1008.0,Rest,M6,Rest
1016.0,Rest,M7,Rest
1024.0,Rest,M6,Rest
1032.0,-P5,Rest,Rest
1040.0,-P4,Rest,Rest
1048.0,-m3,Rest,Rest
1056.0,P4,P8,P5
1064.0,m3,m7,P5
1072.0,P5,M2,P5
1080.0,P4,M2,M6
1088.0,P1,P8,P8
1096.0,P4,M2,M6
1104.0,P5,P5,P8
