Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P1,P5,P5
8.0,M3,P8,m6
16.0,m6,P8,M3
24.0,P8,P8,P1
32.0,P4,P8,P5
40.0,P4,P8,P5
48.0,P5,P8,P4
56.0,P5,P5,P1
64.0,P5,P5,P1
72.0,P4,P8,P5
80.0,P4,P8,P5
88.0,P4,P8,P5
96.0,P5,P5,P1
104.0,P5,P5,P1
112.0,P5,A4,-m2
120.0,P5,P5,P1
128.0,P5,P5,P1
136.0,M3,P5,m3
144.0,P8,P8,P1
152.0,Rest,Rest,Rest
160.0,Rest,Rest,Rest
168.0,P4,P8,P5
176.0,Rest,P8,Rest
184.0,Rest,P5,Rest
192.0,P1,P5,P5
200.0,P4,P8,P5
208.0,P4,P8,P5
216.0,P1,P5,P5
224.0,P5,P5,P1
232.0,P5,P5,P1
240.0,P1,P5,P5
248.0,-P4,P5,P8
256.0,-P4,P5,P8
264.0,P1,P5,P5
272.0,-P4,P5,P8
280.0,-P4,P5,P8
288.0,-P4,P5,P8
296.0,-M3,Rest,Rest
304.0,-M3,Rest,Rest
312.0,P1,P5,P5
320.0,Rest,P8,Rest
328.0,Rest,P5,Rest
336.0,-P4,P5,P8
344.0,Rest,Rest,m7
352.0,Rest,Rest,P5
360.0,P4,P8,P5
368.0,P1,P5,P5
376.0,-m2,P5,m6
384.0,-P4,P5,P8
392.0,-P4,P5,P8
400.0,P1,M6,M6
408.0,P5,P5,P1
416.0,Rest,P5,Rest
424.0,Rest,P5,Rest
432.0,P5,P5,P1
440.0,A4,P5,m2
448.0,M3,P5,m3
456.0,P8,P8,P1
464.0,P5,Rest,Rest
472.0,P5,Rest,Rest
480.0,P4,P8,P5
488.0,P1,P8,P8
496.0,-m3,M6,P8
504.0,-P4,P5,P8
512.0,Rest,Rest,m7
520.0,Rest,Rest,P5
528.0,P4,P8,P5
536.0,Rest,P5,Rest
544.0,Rest,m3,Rest
552.0,-P4,P5,P8
560.0,-P4,P5,P8
568.0,-P4,P5,P8
576.0,m3,P5,M3
584.0,m3,P5,M3
592.0,m3,P5,M3
600.0,P1,P5,P5
608.0,P4,P8,P5
616.0,M2,P8,m7
624.0,-P4,P5,P8
632.0,-m3,Rest,Rest
640.0,m3,Rest,Rest
648.0,P4,P8,P5
656.0,Rest,Rest,P8
664.0,Rest,Rest,M6
672.0,P4,P8,P5
680.0,Rest,P8,Rest
688.0,Rest,P5,Rest
696.0,-P4,P5,P8
704.0,P1,P5,P5
712.0,P5,P8,P4
720.0,P1,P8,P8
728.0,-m3,M6,P8
736.0,-P4,P5,P8
744.0,m3,P5,M3
752.0,m3,P5,M3
760.0,m3,P5,M3
768.0,P1,P5,P5
776.0,Rest,Rest,m6
784.0,Rest,Rest,m7
792.0,-P4,P5,P8
800.0,-P5,Rest,Rest
808.0,-P4,Rest,Rest
816.0,-P4,P5,P8
824.0,-P4,P5,P8
832.0,-P4,P5,P8
840.0,P1,P5,P5
848.0,P4,P8,P5
856.0,P1,P5,P5
864.0,P4,P8,P5
872.0,Rest,Rest,P1
880.0,Rest,Rest,P1
888.0,P4,P8,P5
896.0,P4,P8,P5
904.0,M3,M6,P4
912.0,P5,P5,P1
920.0,P5,P8,P4
928.0,m3,P5,M3
936.0,P5,P5,P1
944.0,Rest,Rest,Rest
952.0,Rest,Rest,Rest
960.0,P4,P8,P5
968.0,P1,P8,P8
976.0,P4,P8,P5
984.0,P1,P5,P5
992.0,M3,P5,m3
1000.0,P5,P5,P1
1008.0,P1,P5,P5
1016.0,-P5,P1,P5
1024.0,-P4,P1,P4
1032.0,-P4,P5,P8
1040.0,Rest,Rest,P8
1048.0,Rest,Rest,P8
1056.0,P1,P5,P5
1064.0,-m3,M3,P5
1072.0,P1,A4,A4
1080.0,P4,P8,P5
1088.0,P1,P5,P5
1096.0,m3,P8,M6
1104.0,P4,P8,P5
1112.0,Rest,Rest,Rest
1120.0,Rest,Rest,Rest
1128.0,P4,P8,P5
1136.0,Rest,Rest,P8
1144.0,Rest,Rest,P8
1152.0,-P4,P5,P8
1160.0,-m3,P5,m7
1168.0,P4,P8,P5
1176.0,P5,M2,P5
1184.0,P1,P5,P5
1192.0,P1,P5,P5
1200.0,P4,P8,P5
1208.0,-m3,M6,P8
1216.0,-P4,P5,P8
1224.0,P1,P5,P5
1232.0,M3,P8,m6
1240.0,M3,P5,m3
1248.0,P5,P5,P1
