Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,-P4,P5,P8
16.0,-m3,M6,P8
24.0,P4,P8,P5
32.0,P4,P8,P5
40.0,P4,P8,P5
48.0,P1,P8,P8
56.0,m2,P8,M7
64.0,M2,M7,M6
72.0,m3,P8,M6
80.0,m3,P8,M6
88.0,P4,P8,P5
96.0,M6,P8,m3
104.0,M2,M6,P5
112.0,M2,P5,P4
120.0,P4,P8,P5
128.0,P4,P8,P5
136.0,Rest,Rest,Rest
144.0,P4,P8,P5
152.0,P4,P8,P5
160.0,M3,P8,m6
168.0,P4,P8,P5
176.0,M3,P8,m6
184.0,P4,m7,P4
192.0,A4,M6,m3
200.0,A4,M6,m3
208.0,Rest,Rest,m3
216.0,M6,P8,m3
224.0,P4,P8,P5
232.0,P4,m7,P4
240.0,P4,P8,P5
248.0,P4,P8,P5
256.0,m3,P8,M6
264.0,P4,P8,P5
272.0,P5,P8,P4
280.0,A4,M7,P4
288.0,P8,P8,P1
296.0,P8,P8,P1
304.0,Rest,Rest,Rest
312.0,P4,P8,P5
320.0,P4,P8,P5
328.0,M2,m7,m6
336.0,P4,P8,P5
344.0,P4,P8,P5
352.0,P5,P8,P4
360.0,M6,P8,m3
368.0,P1,P5,P5
376.0,M3,M6,P4
384.0,P4,P8,P5
392.0,P4,P8,P5
400.0,P4,P8,P5
408.0,Rest,Rest,Rest
416.0,Rest,Rest,Rest
424.0,Rest,Rest,Rest
432.0,-P4,P5,P8
440.0,P1,P8,P8
448.0,-m2,M7,P8
456.0,P4,P8,P5
464.0,P4,P8,P5
472.0,P4,P8,P5
480.0,P1,P8,P8
488.0,P1,M7,M7
496.0,m3,P8,M6
504.0,m3,P8,M6
512.0,m3,P8,M6
520.0,P4,P8,P5
528.0,M6,P8,m3
536.0,M2,M6,P5
544.0,M2,P5,P4
552.0,P4,P8,P5
560.0,P4,P8,P5
568.0,Rest,Rest,Rest
576.0,P4,P8,P5
584.0,m2,m6,P5
592.0,M3,P8,m6
600.0,P4,P8,P5
608.0,P1,m6,m6
616.0,P4,m7,P4
624.0,M6,P8,m3
632.0,M6,P8,m3
640.0,M6,P8,m3
648.0,M6,P8,m3
656.0,M2,M6,P5
664.0,M2,P5,P4
672.0,P4,P8,P5
680.0,P4,P8,P5
688.0,Rest,Rest,Rest
696.0,P5,P5,P8
704.0,P5,P5,P8
712.0,P5,P5,P8
720.0,P8,P5,P5
728.0,P8,P5,P5
736.0,P4,P8,P5
744.0,P1,P8,P8
752.0,m3,M2,M7
760.0,P5,M3,M6
768.0,m3,P8,M6
776.0,m3,P8,M6
784.0,Rest,Rest,P5
792.0,M6,P8,m3
800.0,M2,M6,P5
808.0,M2,P5,P4
816.0,P4,P8,P5
824.0,P4,P8,P5
832.0,Rest,Rest,Rest
840.0,P4,P8,P5
848.0,P4,P8,P5
856.0,M2,m7,m6
864.0,P4,P8,P5
872.0,M3,P8,m6
880.0,P4,m7,P4
888.0,A4,M6,m3
896.0,A4,M6,m3
904.0,Rest,Rest,m3
912.0,M6,P8,m3
920.0,P4,P8,P5
928.0,P4,m7,P4
936.0,P4,P8,P5
944.0,P4,P8,P5
952.0,m3,P8,M6
960.0,P4,P8,P5
968.0,A4,M7,P4
976.0,P5,P8,P4
984.0,P8,P8,P1
992.0,P8,P8,P1
1000.0,Rest,Rest,Rest
1008.0,P4,P8,P5
1016.0,P4,P8,P5
1024.0,M2,m7,m6
1032.0,P4,P8,P5
1040.0,P4,P8,P5
1048.0,P5,P8,P4
1056.0,M6,P8,m3
1064.0,P1,P5,P5
1072.0,M3,M6,P4
1080.0,P4,P8,P5
1088.0,P4,P8,P5
1096.0,P4,P8,P5
1104.0,Rest,Rest,Rest
1112.0,Rest,Rest,Rest
1120.0,Rest,Rest,Rest
1128.0,-P4,P5,P8
1136.0,-P4,P5,P8
1144.0,P1,P8,P8
1152.0,P4,P8,P5
1160.0,P4,P8,P5
1168.0,P4,P8,P5
1176.0,P1,P8,P8
1184.0,m3,M2,M7
1192.0,P5,M3,M6
1200.0,m3,P8,M6
1208.0,m3,P8,M6
1216.0,P4,P8,P5
1224.0,M6,P8,m3
1232.0,M2,M6,P5
1240.0,M2,P5,P4
1248.0,P4,P8,P5
1256.0,P4,P8,P5
1264.0,Rest,Rest,Rest
1272.0,P4,P8,P5
1280.0,P4,P8,P5
1288.0,M2,m7,m6
1296.0,P4,P8,P5
1304.0,M3,P8,m6
1312.0,P4,m7,P4
1320.0,M3,P5,m3
1328.0,M3,P5,m3
1336.0,Rest,Rest,m3
1344.0,M6,P8,m3
1352.0,P4,P8,P5
1360.0,P4,m7,P4
1368.0,P4,P8,P5
1376.0,P4,P8,P5
1384.0,Rest,Rest,M6
1392.0,P4,P8,P5
1400.0,A4,M7,P4
1408.0,P5,P8,P4
1416.0,P8,P8,P1
1424.0,P8,P8,P1
1432.0,Rest,Rest,Rest
1440.0,P4,P8,P5
1448.0,P4,P8,P5
1456.0,M2,m7,m6
1464.0,P4,P8,P5
1472.0,P4,P8,P5
1480.0,P5,P8,P4
1488.0,M6,P8,m3
1496.0,P1,P5,P5
1504.0,M3,M6,P4
1512.0,P4,P8,P5
