Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,P1,P5,P5
24.0,m3,P5,M3
32.0,P5,P5,P1
40.0,m6,m6,P1
48.0,P1,P5,P5
56.0,M2,M6,P5
64.0,P4,P8,P5
72.0,P4,P8,P5
80.0,P5,Rest,Rest
88.0,P4,Rest,Rest
96.0,M3,P5,m3
104.0,P5,P5,P1
112.0,P5,P5,P1
120.0,Rest,Rest,-m3
128.0,Rest,Rest,P1
136.0,Rest,Rest,P4
144.0,P4,P8,P5
152.0,P5,P8,P4
160.0,P5,m7,m3
168.0,P4,P8,P5
176.0,P1,P5,P5
184.0,Rest,Rest,Rest
192.0,P4,P8,P5
200.0,P4,P8,P5
208.0,P4,P8,P5
216.0,P1,P5,P5
224.0,M3,P5,m3
232.0,P4,m6,m3
240.0,P4,P8,P5
248.0,m3,m7,P5
256.0,P1,P5,P5
264.0,M3,P5,m3
272.0,P4,Rest,Rest
280.0,m6,Rest,Rest
288.0,P5,P5,P1
296.0,P8,P4,-P5
304.0,P8,P4,-P5
312.0,Rest,Rest,-m3
320.0,Rest,Rest,P1
328.0,Rest,Rest,P1
336.0,P8,P8,P1
344.0,P8,P8,P1
352.0,m6,m6,P1
360.0,P1,P5,P5
368.0,P4,P8,P5
376.0,P4,Rest,Rest
384.0,P1,P8,P8
392.0,-m2,M7,P8
400.0,-P4,P5,P8
408.0,P1,P5,P5
416.0,P1,P5,P5
424.0,m2,m6,P5
432.0,P4,P8,P5
440.0,P4,P8,P5
448.0,m3,m7,P5
456.0,P1,P5,P5
464.0,-m2,Rest,Rest
472.0,-m3,Rest,Rest
480.0,P1,P5,P5
488.0,P5,P5,P1
496.0,P5,P5,P1
504.0,P5,P5,P1
512.0,m3,d5,m3
520.0,M2,P5,P4
528.0,P1,P5,P5
536.0,P1,P5,P5
544.0,Rest,P5,Rest
552.0,Rest,Rest,P5
560.0,Rest,Rest,P5
568.0,Rest,Rest,Rest
576.0,P4,P8,P5
584.0,P4,P8,P5
592.0,P4,P8,P5
600.0,P4,P8,P5
608.0,M6,P8,m3
616.0,M6,P8,m3
624.0,P4,P8,P5
632.0,m3,m7,P5
640.0,P1,P5,P5
648.0,P1,m3,m3
656.0,m3,Rest,Rest
664.0,m3,Rest,Rest
672.0,P5,P5,P1
680.0,P5,M3,-m3
688.0,m6,P4,-m3
696.0,P4,P4,P1
704.0,P1,m3,m3
712.0,M3,P5,m3
720.0,m7,m7,P1
728.0,P8,P8,P1
736.0,m6,m7,M2
744.0,P4,P8,P5
