Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,-P4,P5,P8
16.0,-m3,M6,P8
24.0,P1,P5,P5
32.0,P1,P5,P5
40.0,m3,m7,P5
48.0,P1,P5,P5
56.0,m3,M6,A4
64.0,P5,M7,M3
72.0,P5,P5,P1
80.0,A4,M3,-M2
88.0,P8,P5,-P4
96.0,P8,P4,-P5
104.0,P8,P4,-P5
112.0,P8,P4,-P5
120.0,Rest,Rest,Rest
128.0,Rest,Rest,Rest
136.0,Rest,Rest,Rest
144.0,P8,P4,-P5
152.0,P8,P4,-P5
160.0,P8,P4,-P5
168.0,Rest,Rest,-P8
176.0,Rest,Rest,-m7
184.0,Rest,Rest,-m7
192.0,P8,P4,-P5
200.0,P8,P4,-P5
208.0,P8,P4,-P5
216.0,P8,Rest,Rest
224.0,P8,Rest,Rest
232.0,P5,Rest,Rest
240.0,P5,P1,-P5
248.0,P5,P1,-P5
256.0,M6,M2,-P5
264.0,P8,P4,-P5
272.0,P5,m3,-M3
280.0,P5,m3,-M3
288.0,P5,P5,P1
296.0,P5,P5,P1
304.0,P5,P5,P1
312.0,Rest,Rest,M3
320.0,Rest,Rest,M3
328.0,Rest,Rest,M3
336.0,P1,P5,P5
344.0,P1,P5,P5
352.0,M2,M6,P5
360.0,P4,Rest,Rest
368.0,P1,Rest,Rest
376.0,P1,Rest,Rest
384.0,-P5,P1,P5
392.0,P5,P5,P1
400.0,P5,P5,P1
408.0,P5,P5,P1
416.0,P8,P4,-P5
424.0,P8,P4,-P5
432.0,P5,P5,P1
440.0,P5,P5,P1
448.0,P5,P5,P1
456.0,Rest,P5,Rest
464.0,Rest,P4,Rest
472.0,Rest,P5,Rest
480.0,P5,P8,P4
488.0,P4,P8,P5
496.0,P4,P8,P5
504.0,Rest,Rest,P8
512.0,Rest,Rest,m7
520.0,Rest,Rest,m7
528.0,P4,P8,P5
536.0,P4,P8,P5
544.0,m3,m7,P5
