Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,M3,M7,P5
24.0,P1,P5,P5
32.0,P1,P5,P5
40.0,m2,m6,P5
48.0,P4,P8,P5
56.0,P4,P8,P5
64.0,m3,P8,M6
72.0,P1,Rest,Rest
80.0,P1,Rest,Rest
88.0,Rest,Rest,Rest
96.0,P5,P5,P1
104.0,M6,M6,P1
112.0,M7,M7,P1
120.0,Rest,P5,Rest
128.0,Rest,P5,Rest
136.0,Rest,M3,Rest
144.0,P1,P5,P5
152.0,P1,P5,P5
160.0,-m3,M3,P5
168.0,-M3,Rest,Rest
176.0,-M3,Rest,Rest
184.0,Rest,Rest,Rest
192.0,-P4,P5,P8
200.0,-P5,P4,P8
208.0,-P4,P5,P8
216.0,P1,P5,P5
224.0,P1,P5,P5
232.0,P4,M6,M3
240.0,P4,P8,P5
248.0,P4,P8,P5
256.0,M2,m7,m6
264.0,P1,Rest,Rest
272.0,P1,Rest,Rest
280.0,M2,Rest,Rest
288.0,P4,P8,P5
296.0,P4,P8,P5
304.0,P5,M2,P5
312.0,Rest,P8,Rest
320.0,Rest,m7,Rest
328.0,Rest,P8,Rest
336.0,P1,P8,P8
344.0,P1,P8,P8
352.0,Rest,Rest,m7
360.0,P1,Rest,Rest
368.0,P1,Rest,Rest
376.0,P1,Rest,Rest
384.0,-P4,P5,P8
392.0,-P4,P5,P8
400.0,-m3,M6,P8
408.0,P1,P5,P5
416.0,P1,P5,P5
424.0,P4,m6,m3
432.0,P4,P8,P5
440.0,P4,P8,P5
448.0,Rest,Rest,m7
456.0,m3,Rest,Rest
464.0,P4,Rest,Rest
472.0,M6,Rest,Rest
480.0,P8,P8,P1
488.0,P8,P8,P1
496.0,M6,M6,P1
504.0,Rest,P8,Rest
512.0,Rest,P8,Rest
520.0,Rest,P8,Rest
528.0,P4,P8,P5
536.0,P4,P8,P5
544.0,P5,P8,P4
552.0,P1,Rest,Rest
