Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,-P4,P4,m7
16.0,P1,P5,P5
24.0,-m2,M7,P8
32.0,-M3,P5,M7
40.0,P4,P8,P5
48.0,P4,P8,P5
56.0,P4,P8,P5
64.0,P1,m7,m7
72.0,P4,P8,P5
80.0,Rest,m7,Rest
88.0,Rest,P8,Rest
96.0,P1,P5,P5
104.0,Rest,Rest,P5
112.0,Rest,Rest,M3
120.0,M3,P5,m3
128.0,m3,m6,P4
136.0,-M3,m3,P5
144.0,-P5,P1,P5
152.0,-P4,M3,M6
160.0,P1,P5,P5
168.0,P4,P8,P5
176.0,Rest,m2,Rest
184.0,Rest,P8,Rest
192.0,P4,P8,P5
200.0,Rest,Rest,M6
208.0,Rest,Rest,P8
216.0,P4,P8,P5
224.0,m2,m7,M6
232.0,-M2,P5,M6
240.0,-P4,P5,P8
248.0,-m3,M6,P8
256.0,m3,M2,M7
264.0,P4,P8,P5
272.0,Rest,P8,Rest
280.0,Rest,P8,Rest
288.0,M3,P5,m3
296.0,P1,P4,P4
304.0,M3,P5,m3
312.0,P5,P5,P1
320.0,Rest,Rest,M3
328.0,Rest,Rest,P5
336.0,P4,P8,P5
344.0,P4,m7,P4
352.0,P5,m7,m3
360.0,P5,P5,P1
368.0,Rest,P5,Rest
376.0,Rest,M6,Rest
384.0,P4,P8,P5
392.0,P1,m6,m6
400.0,P4,m2,m6
408.0,P1,P8,P8
416.0,P1,M6,M6
424.0,P1,Rest,Rest
432.0,P4,P8,P5
440.0,m3,P8,M6
448.0,-M2,P5,M6
456.0,-P4,P5,P8
464.0,Rest,P8,Rest
472.0,Rest,P4,Rest
480.0,-P4,P5,P8
488.0,Rest,Rest,P8
496.0,Rest,Rest,P5
504.0,P4,P8,P5
512.0,P4,P8,P5
520.0,P4,m6,m3
528.0,P5,P5,P1
536.0,A4,A4,P1
544.0,M6,M6,P1
552.0,M3,P5,m3
560.0,Rest,m6,Rest
568.0,Rest,P8,Rest
576.0,P4,P8,P5
584.0,P1,M3,M3
592.0,M3,M3,P1
600.0,M3,P5,m3
608.0,Rest,Rest,P4
616.0,Rest,Rest,m6
624.0,P4,P8,P5
632.0,P4,M2,M6
640.0,P4,P8,P5
648.0,P4,P8,P5
656.0,Rest,M6,Rest
664.0,Rest,M6,Rest
672.0,P1,P8,P8
680.0,-P4,P5,P8
688.0,m3,P8,M6
696.0,P4,P8,P5
704.0,Rest,Rest,P5
712.0,Rest,Rest,m3
720.0,P8,P8,P1
728.0,P5,m7,m3
736.0,P4,m6,m3
744.0,P8,P8,P1
752.0,Rest,P5,Rest
760.0,Rest,M3,Rest
768.0,M3,P5,m3
776.0,m3,m6,P4
784.0,m3,m7,P5
792.0,P4,P8,P5
800.0,P4,P8,P5
808.0,P5,M7,M3
816.0,P4,P8,P5
824.0,P5,P8,P4
832.0,d5,m7,M3
840.0,P4,P8,P5
