Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P5,-P4,-P8
8.0,P5,-P4,-P8
16.0,M3,-m6,-P8
24.0,M3,-P4,-M6
32.0,M3,-P4,-M6
40.0,P4,-M3,-M6
48.0,P4,P1,-P4
56.0,P4,P1,-P4
64.0,M3,P1,-M3
72.0,Rest,Rest,Rest
80.0,Rest,Rest,Rest
88.0,Rest,Rest,Rest
96.0,P5,-P4,-P8
104.0,P5,-P4,-P8
112.0,A4,-m6,-M2
120.0,Rest,-P4,Rest
128.0,Rest,P1,Rest
136.0,Rest,-P4,Rest
144.0,M3,-P4,-M6
152.0,M3,-P4,-M6
160.0,P1,Rest,Rest
168.0,-P4,-P4,P1
176.0,-P4,-P4,P1
184.0,-m3,-P4,-M2
192.0,Rest,Rest,-P4
200.0,Rest,Rest,-P4
208.0,Rest,Rest,-M6
216.0,P4,P1,-P4
224.0,P4,P1,-P4
232.0,m3,P1,-m3
240.0,-m3,Rest,Rest
248.0,P1,Rest,Rest
256.0,m3,Rest,Rest
264.0,P1,-P4,-P4
272.0,P1,-P4,-P4
280.0,-M2,-M6,-P5
288.0,Rest,-P8,Rest
296.0,Rest,-M6,Rest
304.0,Rest,-P4,Rest
312.0,-P4,-P4,P1
320.0,-P4,-P4,P1
328.0,-A4,Rest,Rest
336.0,P1,-P4,-P4
344.0,P1,-P4,-P4
352.0,-M2,-P4,-m3
360.0,Rest,Rest,-P4
368.0,Rest,Rest,-P4
376.0,Rest,Rest,-P5
384.0,P5,-P4,-P8
392.0,P5,-P4,-P8
400.0,M6,-m3,-P8
408.0,Rest,Rest,Rest
416.0,Rest,Rest,Rest
424.0,Rest,Rest,Rest
432.0,P1,-P4,-P4
440.0,P1,-P4,-P4
448.0,P1,-m6,-m6
456.0,-M3,-M6,-P4
464.0,-M3,-M6,-P4
472.0,-P5,-M7,-M3
480.0,-P4,-P4,P1
488.0,-P4,-P4,P1
496.0,-P5,-P4,M2
