Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
504.0,Rest,Rest,Rest
512.0,Rest,Rest,Rest
520.0,Rest,Rest,Rest
528.0,P1,-P4,-P4
536.0,P1,-P4,-P4
544.0,-m2,-m6,-P5
552.0,Rest,-P4,Rest
560.0,Rest,P1,Rest
568.0,Rest,-P4,Rest
576.0,-M3,-M6,-P4
584.0,-M3,-M6,-P4
592.0,P1,Rest,Rest
600.0,-P4,-P4,P1
608.0,-P4,-P4,P1
616.0,-m3,-P4,-M2
624.0,Rest,Rest,-P4
632.0,Rest,Rest,-P4
640.0,Rest,Rest,-M6
648.0,P4,P1,-P4
656.0,P4,P1,-P4
664.0,M2,-m2,-m3
672.0,-P5,Rest,Rest
680.0,-P5,Rest,Rest
688.0,-m3,Rest,Rest
696.0,P1,-P4,-P4
704.0,P1,-P4,-P4
712.0,-M2,-M6,-P5
720.0,Rest,-P8,Rest
728.0,Rest,-M6,Rest
736.0,Rest,-P4,Rest
744.0,-P4,-P4,P1
752.0,-P4,-P4,P1
760.0,-P4,Rest,Rest
768.0,P1,-P4,-P4
776.0,P1,-P4,-P4
784.0,P1,-m3,-m3
792.0,P1,-P4,-P4
800.0,P1,-P4,-P4
808.0,P1,-P5,-P5
816.0,P5,-P4,-P8
824.0,P5,-P4,-P8
832.0,P5,-P4,-P8
840.0,Rest,Rest,Rest
848.0,Rest,Rest,Rest
856.0,Rest,Rest,Rest
864.0,P1,-P4,-P4
872.0,P1,-P4,-P4
880.0,P4,-m3,-m6
888.0,P4,P1,-P4
896.0,m3,P1,-m3
904.0,M3,-m2,-P4
912.0,P5,-P4,-P8
920.0,P5,-P4,-P8
928.0,P1,-m6,-m6
936.0,-P5,Rest,Rest
944.0,-P5,Rest,Rest
952.0,-P4,Rest,Rest
960.0,P1,-P4,-P4
968.0,P1,-P4,-P4
976.0,M2,-m3,-P4
984.0,Rest,-P4,Rest
992.0,Rest,-P4,Rest
1000.0,Rest,-m6,Rest
1008.0,-M3,-M6,-P4
1016.0,-M3,-M6,-P4
1024.0,-P4,-M6,-M3
1032.0,Rest,Rest,Rest
1040.0,Rest,Rest,Rest
1048.0,Rest,Rest,Rest
1056.0,P4,P1,-P4
1064.0,m3,P1,-m3
1072.0,P1,-m2,-m2
1080.0,P4,P1,-P4
1088.0,P5,M2,-P4
1096.0,m7,m3,-P5
1104.0,P5,-P4,-P8
1112.0,P5,-P4,-P8
1120.0,P4,-P5,-P8
1128.0,Rest,Rest,Rest
1136.0,Rest,Rest,Rest
1144.0,Rest,Rest,Rest
1152.0,-P4,-P4,P1
1160.0,-P4,-P4,P1
1168.0,-m3,-m3,P1
1176.0,Rest,-P4,Rest
1184.0,Rest,-P4,Rest
1192.0,Rest,-m6,Rest
1200.0,-P5,-P8,-P4
1208.0,-P5,-P8,-P4
1216.0,-M6,-P8,-m3
1224.0,Rest,Rest,Rest
1232.0,Rest,Rest,Rest
1240.0,Rest,Rest,Rest
1248.0,P4,P1,-P4
1256.0,d5,P1,-d5
1264.0,P4,P1,-P4
1272.0,Rest,Rest,P1
1280.0,Rest,Rest,P1
1288.0,Rest,Rest,P1
1296.0,P4,P1,-P4
1304.0,P4,P1,-P4
1312.0,m3,-M2,-P4
1320.0,Rest,Rest,Rest
1328.0,Rest,Rest,Rest
1336.0,Rest,Rest,Rest
1344.0,P4,P1,-P4
1352.0,P4,P1,-P4
1360.0,m3,P1,-m3
1368.0,-P4,-P4,P1
1376.0,-m3,-m3,P1
1384.0,-P5,-P4,M2
1392.0,-P8,-P8,P1
1400.0,-P8,-P8,P1
1408.0,-M7,-P8,-m2
1416.0,Rest,Rest,Rest
1424.0,Rest,Rest,Rest
1432.0,Rest,Rest,Rest
1440.0,P4,P1,-P4
1448.0,M3,-m2,-P4
1456.0,P4,P1,-P4
1464.0,Rest,P1,Rest
1472.0,Rest,P1,Rest
1480.0,Rest,M2,Rest
1488.0,-P4,-P4,P1
1496.0,-P4,-P4,P1
1504.0,-P5,-P5,P1
1512.0,Rest,Rest,Rest
1520.0,Rest,Rest,Rest
1528.0,Rest,Rest,Rest
1536.0,P1,-P4,-P4
1544.0,P1,-P4,-P4
1552.0,-M2,-P4,-m3
1560.0,Rest,Rest,-P4
1568.0,Rest,Rest,-P4
1576.0,Rest,Rest,-m6
1584.0,M3,-P4,-M6
1592.0,M2,-P5,-M6
1600.0,-M2,-M6,-P5
1608.0,P1,Rest,Rest
1616.0,-M2,Rest,Rest
1624.0,-M3,Rest,Rest
1632.0,P4,P1,-P4
1640.0,P4,P1,-P4
1648.0,P5,M2,-P4
1656.0,Rest,-P4,Rest
1664.0,Rest,-P4,Rest
1672.0,Rest,-P5,Rest
1680.0,-P5,-P8,-P4
1688.0,-P5,-P8,-P4
1696.0,-M6,-P8,-m3
1704.0,Rest,Rest,Rest
1712.0,Rest,Rest,Rest
1720.0,Rest,Rest,Rest
1728.0,P4,P1,-P4
1736.0,P4,P1,-P4
1744.0,m3,P1,-m3
1752.0,Rest,Rest,P1
1760.0,Rest,Rest,P1
1768.0,Rest,Rest,-m2
1776.0,P1,-P4,-P4
1784.0,P1,-P4,-P4
1792.0,M2,-m3,-P4
1800.0,Rest,Rest,Rest
1808.0,Rest,Rest,Rest
1816.0,Rest,Rest,Rest
1824.0,-P4,-P4,P1
1832.0,-P5,-P5,P1
1840.0,-P4,-P4,P1
1848.0,Rest,P1,Rest
1856.0,Rest,P1,Rest
1864.0,Rest,P1,Rest
1872.0,-P4,-P4,P1
1880.0,-P4,-P4,P1
1888.0,-m3,-P4,-M2
1896.0,Rest,Rest,Rest
1904.0,Rest,Rest,Rest
1912.0,Rest,Rest,Rest
1920.0,P4,P1,-P4
1928.0,P4,P1,-P4
1936.0,m3,P1,-m3
1944.0,-P4,-P4,P1
1952.0,-m3,-m3,P1
1960.0,M2,-m2,-m3
1968.0,P5,-P4,-P8
1976.0,P5,-P4,-P8
1984.0,P5,-P4,-P8
1992.0,Rest,Rest,Rest
2000.0,Rest,Rest,Rest
2008.0,Rest,Rest,Rest
2016.0,-P5,-P8,-P4
2024.0,-M3,-P8,-m6
2032.0,-P4,-P8,-P5
2040.0,-P4,-P4,P1
2048.0,-P4,-P4,P1
2056.0,P1,-m3,-m3
2064.0,P5,-P4,-P8
2072.0,M3,-m6,-P8
2080.0,Rest,-d5,Rest
2088.0,P1,-P4,-P4
2096.0,m3,-P4,-m6
2104.0,Rest,Rest,-d5
2112.0,-P4,-P4,P1
2120.0,-P4,-P4,P1
2128.0,Rest,-m3,Rest
2136.0,-P4,-P4,P1
2144.0,-P4,-P4,P1
2152.0,-M2,-m3,-m2
2160.0,m3,-P4,-m6
2168.0,m3,-P4,-m6
2176.0,P1,-P5,-P5
2184.0,P5,-P4,-P8
2192.0,P5,-P4,-P8
2200.0,m3,-P5,-m7
2208.0,P1,-P4,-P4
2216.0,P1,-P4,-P4
2224.0,Rest,-d5,Rest
2232.0,m3,-P4,-m6
2240.0,m3,-P4,-m6
2248.0,Rest,Rest,-P5
2256.0,P5,-P4,-P8
2264.0,P5,-P4,-P8
2272.0,m3,-P5,-m7
2280.0,P1,-P4,-P4
2288.0,P1,-P4,-P4
2296.0,Rest,-d5,Rest
2304.0,P1,P1,P1
2312.0,-M2,P1,M2
2320.0,Rest,Rest,P1
2328.0,P4,P1,-P4
2336.0,P4,P1,-P4
2344.0,P4,-m2,-d5
2352.0,P1,P1,P1
2360.0,P1,P1,P1
2368.0,Rest,-M2,Rest
2376.0,-P4,-P4,P1
2384.0,-P5,-P4,M2
2392.0,Rest,Rest,P1
2400.0,P1,-P4,-P4
2408.0,P1,-P4,-P4
2416.0,P1,-d5,-d5
2424.0,P4,P1,-P4
2432.0,P4,P1,-P4
2440.0,Rest,-M2,Rest
2448.0,P1,-P4,-P4
2456.0,P1,-P4,-P4
2464.0,Rest,Rest,-M3
2472.0,-P5,-P8,-P4
2480.0,-m3,-m7,-P5
2488.0,P1,-m6,-m6
2496.0,P1,-P4,-P4
2504.0,P1,-P4,-P4
2512.0,P1,-m6,-m6
2520.0,M3,-P4,-M6
2528.0,M3,-P4,-M6
2536.0,m3,-M3,-P5
2544.0,P5,-P4,-P8
2552.0,P4,-P4,-m7
2560.0,P4,-m3,-m6
2568.0,P4,P1,-P4
