Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
8.0,P4,P8,P5
16.0,P4,P8,P5
24.0,d5,Rest,Rest
32.0,P4,P8,P5
40.0,P1,P5,P5
48.0,-P4,P5,P8
56.0,-P5,P4,P8
64.0,-P4,P5,P8
72.0,P1,P5,P5
80.0,Rest,Rest,M6
88.0,Rest,Rest,A4
96.0,P5,P5,P1
104.0,-P5,P1,P5
112.0,P1,P4,P4
120.0,P1,P5,P5
128.0,Rest,P5,Rest
136.0,Rest,A4,Rest
144.0,-P4,Rest,Rest
152.0,-P4,P5,P8
160.0,-P4,P5,P8
168.0,-M2,P5,M6
176.0,P5,P8,P4
184.0,m2,m7,M6
192.0,P5,Rest,Rest
200.0,Rest,Rest,A4
208.0,Rest,Rest,A4
216.0,P1,P8,P8
224.0,Rest,M6,Rest
232.0,Rest,P5,Rest
240.0,-m2,A4,P5
248.0,-M3,P5,M7
256.0,P1,P5,P5
264.0,-P5,P1,P5
272.0,-P5,P1,P5
280.0,-P4,M2,P5
288.0,P1,P5,P5
296.0,Rest,Rest,P8
304.0,Rest,Rest,P8
312.0,-M3,Rest,Rest
320.0,-M3,P5,M7
328.0,P1,M7,M7
336.0,P1,P5,P5
344.0,Rest,P5,Rest
352.0,Rest,M6,Rest
360.0,P4,Rest,Rest
368.0,P1,M6,M6
376.0,-m3,A4,M6
384.0,P1,P8,P8
392.0,Rest,Rest,P8
400.0,Rest,Rest,m7
408.0,P4,P8,P5
416.0,m3,P8,M6
424.0,-m3,M6,P8
432.0,-M2,P4,P5
440.0,m3,m6,P4
448.0,M6,P8,m3
456.0,P4,P8,P5
464.0,Rest,P8,Rest
472.0,Rest,m7,Rest
480.0,P4,P8,P5
488.0,Rest,Rest,P5
496.0,Rest,Rest,P5
504.0,P1,P8,P8
512.0,-m2,M7,P8
520.0,-P4,P5,P8
528.0,-P4,Rest,Rest
536.0,-m3,M7,M2
544.0,m3,M2,M7
552.0,P5,P8,P4
560.0,Rest,P8,Rest
568.0,Rest,m7,Rest
576.0,P1,Rest,Rest
584.0,-m3,M6,P8
592.0,-m3,A4,M6
600.0,-P4,P5,P8
608.0,-P4,P5,P8
616.0,-m3,M6,P8
624.0,P1,P5,P5
632.0,Rest,Rest,M6
640.0,Rest,Rest,P8
648.0,-P5,P1,P5
656.0,Rest,M2,Rest
664.0,Rest,P4,Rest
672.0,-P4,P5,P8
680.0,-P5,P5,M2
688.0,P1,M7,M7
696.0,P5,Rest,Rest
704.0,m3,P8,M6
712.0,m3,P8,M6
720.0,P4,M6,M3
728.0,m3,P5,M3
736.0,P4,M6,M3
744.0,P5,Rest,Rest
752.0,m3,P8,M6
760.0,m3,P8,M6
768.0,P5,P5,P8
776.0,Rest,Rest,Rest
784.0,Rest,Rest,Rest
792.0,P1,P8,P8
800.0,-P4,P5,P8
808.0,-P4,P5,P8
816.0,-M2,P4,P5
824.0,P5,m7,m3
832.0,P1,P5,P5
840.0,m3,m7,P5
848.0,P1,P8,P8
856.0,-m3,M6,P8
864.0,-M3,Rest,Rest
872.0,-M3,P5,M7
880.0,P1,M6,M6
888.0,P4,P8,P5
896.0,Rest,Rest,P5
904.0,Rest,Rest,P5
912.0,P4,Rest,Rest
920.0,Rest,P8,Rest
928.0,Rest,M6,Rest
936.0,-P4,P8,P4
944.0,-m3,M2,P4
952.0,-M2,P8,M2
960.0,-m2,M7,P8
968.0,-P4,P5,P8
976.0,-M3,P5,M7
984.0,M3,P5,m3
992.0,M2,P5,P4
1000.0,m3,P4,M2
1008.0,P4,P8,P5
1016.0,P4,P8,P5
1024.0,P4,P8,P5
1032.0,P5,P8,P4
1040.0,m3,P5,M3
1048.0,m3,P5,M3
1056.0,P1,P5,P5
