Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
8.0,P1,P5,P5
16.0,P1,A4,A4
24.0,-m3,M3,P5
32.0,-P5,Rest,Rest
40.0,-P5,Rest,Rest
48.0,-m3,M3,P5
56.0,-M3,m3,P5
64.0,M3,P5,m3
72.0,P4,P8,P5
80.0,P5,Rest,Rest
88.0,d5,Rest,Rest
96.0,P4,P8,P5
104.0,P5,P8,P4
112.0,Rest,Rest,P5
120.0,P1,P8,P8
128.0,Rest,Rest,Rest
136.0,Rest,Rest,Rest
144.0,P4,P8,P5
152.0,-P4,P5,P8
160.0,-m2,M6,m7
168.0,m3,m7,P5
176.0,M6,Rest,Rest
184.0,P5,Rest,Rest
192.0,Rest,Rest,P8
200.0,Rest,Rest,P5
208.0,M3,M6,P4
216.0,P5,P5,P1
224.0,Rest,Rest,Rest
232.0,Rest,Rest,Rest
240.0,P4,P8,P5
248.0,P4,P8,P5
256.0,P1,m6,m6
264.0,-P4,P5,P8
272.0,-P5,Rest,Rest
280.0,-M3,Rest,Rest
288.0,-m3,M6,P8
296.0,-P4,P5,P8
304.0,-P4,P4,m7
312.0,P1,P5,P5
320.0,-P5,Rest,Rest
328.0,P1,Rest,Rest
336.0,P1,P5,P5
344.0,P1,P5,P5
352.0,-M3,P4,M6
360.0,-P4,P5,P8
368.0,Rest,Rest,Rest
376.0,Rest,Rest,Rest
384.0,P1,P8,P8
392.0,P1,P5,P5
400.0,m3,M6,A4
408.0,M3,M7,P5
416.0,m3,m7,P5
424.0,P1,P8,P8
432.0,P1,P5,P5
440.0,P1,P5,P5
448.0,-P4,P5,P8
456.0,P1,P5,P5
464.0,-m2,M7,P8
472.0,-P5,P4,P8
480.0,P1,P8,P8
488.0,Rest,Rest,P5
496.0,P5,P5,P1
504.0,m3,P5,M3
512.0,-M2,P4,P5
520.0,-m3,M3,P5
528.0,-P4,P5,P8
536.0,P1,P5,P5
544.0,M3,P5,m3
552.0,d5,m7,M3
560.0,P4,P8,P5
