Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,Rest,P5,Rest
48.0,P1,P5,P5
72.0,P1,Rest,Rest
96.0,P1,P5,P5
120.0,Rest,P8,Rest
144.0,P1,P5,P5
168.0,-m3,Rest,Rest
192.0,P1,P5,P5
216.0,Rest,P5,Rest
240.0,P4,P8,P5
264.0,P5,Rest,Rest
288.0,P4,P8,P5
312.0,P4,P8,P5
336.0,P4,P8,P5
360.0,Rest,Rest,Rest
384.0,-P4,P5,P8
408.0,P1,P5,P5
432.0,-P4,P5,P8
456.0,P1,Rest,Rest
480.0,P4,P8,P5
504.0,m3,Rest,Rest
528.0,P1,P5,P5
552.0,P4,M7,A4
576.0,P4,P8,P5
600.0,Rest,Rest,Rest
624.0,P4,P8,P5
648.0,P5,Rest,Rest
672.0,P4,P8,P5
696.0,P1,P5,P5
720.0,-P4,P5,P8
744.0,m3,Rest,Rest
768.0,P1,P8,P8
792.0,Rest,Rest,Rest
816.0,P4,P8,P5
840.0,P4,P8,P5
864.0,P4,P8,P5
888.0,A4,Rest,Rest
912.0,P1,P5,P5
936.0,Rest,Rest,Rest
960.0,P4,P8,P5
984.0,P5,P8,P4
1008.0,-P4,P5,P8
1032.0,-M3,Rest,Rest
1056.0,-P4,P5,P8
1080.0,P1,Rest,Rest
1104.0,P1,P5,P5
1128.0,Rest,P8,Rest
1152.0,P4,P8,P5
1176.0,-M3,Rest,Rest
1200.0,P4,P8,P5
1224.0,P1,Rest,Rest
1248.0,P4,P8,P5
1272.0,Rest,P8,Rest
1296.0,P4,P8,P5
1320.0,P5,Rest,Rest
1344.0,-P4,P5,P8
1368.0,P5,Rest,Rest
1392.0,P8,P5,P5
1416.0,P4,P8,P5
1440.0,P4,P8,P5
