Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,M3,P5,m3
48.0,P1,m3,m3
72.0,P1,P5,P5
96.0,-P4,P5,P8
120.0,P1,P8,P8
144.0,P4,P8,P5
168.0,P1,P8,P8
192.0,-P5,P1,P5
216.0,P1,m3,m3
240.0,P1,P5,P5
264.0,P4,P8,P5
288.0,P1,P8,P8
312.0,P4,P8,P5
336.0,-P4,P5,P8
360.0,P5,P5,P1
384.0,P1,P1,P1
408.0,-P5,P1,P5
432.0,-m3,P1,m3
456.0,M3,P5,m3
480.0,P1,P8,P8
504.0,-P5,P1,P5
528.0,-P5,-P5,P1
552.0,-P5,P1,P5
576.0,-m3,P1,m3
600.0,-M3,m3,P5
624.0,P1,P8,P8
648.0,-P5,P1,P5
672.0,m3,m3,P1
696.0,P1,P5,P5
720.0,-P4,P5,P8
744.0,P1,P8,P8
768.0,P4,P8,P5
792.0,P4,P8,P5
816.0,P1,m3,m3
840.0,P1,m3,m3
864.0,P1,P5,P5
888.0,-P5,P4,P8
912.0,P1,P8,P8
936.0,P4,P8,P5
