Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,-M2,P5,M6
48.0,-P4,P5,P8
72.0,-P4,P5,P8
96.0,P4,P8,P5
120.0,-M2,P5,M6
144.0,Rest,m7,Rest
168.0,P4,P8,P5
192.0,-P4,P5,P8
216.0,P4,M6,M3
240.0,P1,P8,P8
264.0,P4,P8,P5
288.0,-P4,P5,P8
312.0,Rest,Rest,Rest
336.0,P1,P8,P8
360.0,-M2,P5,M6
384.0,P4,P8,P5
408.0,Rest,P5,Rest
432.0,P1,P8,P8
456.0,P4,P8,P5
480.0,-P4,P5,P8
504.0,Rest,Rest,P5
528.0,Rest,Rest,P8
552.0,P4,P8,P5
576.0,-P4,P5,P8
600.0,Rest,P5,Rest
624.0,Rest,P8,Rest
648.0,-P4,P5,P8
672.0,P4,P8,P5
696.0,Rest,Rest,P5
720.0,Rest,P8,Rest
744.0,P4,P8,P5
768.0,Rest,P5,Rest
792.0,Rest,Rest,P5
816.0,Rest,Rest,P8
840.0,Rest,P8,Rest
864.0,Rest,Rest,P8
888.0,Rest,P5,Rest
912.0,Rest,P8,Rest
936.0,Rest,Rest,P8
960.0,Rest,P8,Rest
984.0,Rest,Rest,P5
1008.0,-M2,M6,M7
1032.0,-P4,M3,M6
1056.0,-P4,P5,P8
