Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,P4,P8,P5
48.0,M2,M6,P5
72.0,P4,P8,P5
96.0,P5,P5,P8
120.0,P4,P8,P5
144.0,P1,P5,P5
168.0,P4,P8,P5
192.0,-m3,M3,P5
216.0,P1,P5,P5
240.0,P4,P8,P5
264.0,P4,P8,P5
288.0,P4,P8,P5
312.0,-P4,P5,P8
336.0,-P4,P5,P8
360.0,-M2,P5,M6
384.0,-P4,P5,P8
408.0,-P5,P8,P5
432.0,-P4,P5,P8
456.0,P1,P5,P5
480.0,-P4,P5,P8
504.0,m3,P5,M3
528.0,P1,P5,P5
552.0,-P4,P5,P8
576.0,-P4,P5,P8
600.0,-P4,P5,P8
624.0,P4,P8,P5
648.0,Rest,P8,Rest
672.0,Rest,P5,Rest
696.0,Rest,P8,Rest
720.0,Rest,P8,Rest
744.0,Rest,P5,Rest
768.0,Rest,P5,Rest
792.0,Rest,P8,Rest
816.0,Rest,P1,Rest
840.0,P4,P8,P5
864.0,-P4,P5,P8
888.0,P4,P8,P5
912.0,Rest,P8,Rest
936.0,-P4,P5,P8
960.0,Rest,Rest,P8
984.0,Rest,Rest,P5
1008.0,Rest,Rest,P8
1032.0,Rest,Rest,P8
1056.0,Rest,Rest,P5
1080.0,Rest,Rest,P5
1104.0,Rest,Rest,P8
1128.0,Rest,Rest,P1
1152.0,-P4,P5,P8
1176.0,P4,P8,P5
1200.0,P1,P5,P5
1224.0,P4,P8,P5
