Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,d5,Rest,Rest
48.0,-P4,P5,P8
72.0,P1,P5,P5
96.0,P5,P5,P1
120.0,P1,P5,P5
144.0,-P4,Rest,Rest
168.0,-M2,P5,M6
192.0,P5,Rest,Rest
216.0,P1,P8,P8
240.0,-m2,A4,P5
264.0,-P5,P1,P5
288.0,P1,P5,P5
312.0,-M3,Rest,Rest
336.0,P1,P5,P5
360.0,P4,Rest,Rest
384.0,P1,P8,P8
408.0,P4,P8,P5
432.0,-M2,P4,P5
456.0,P4,P8,P5
480.0,P4,P8,P5
504.0,P1,P8,P8
528.0,-P4,Rest,Rest
552.0,P5,P8,P4
576.0,P1,Rest,Rest
600.0,-P4,P5,P8
624.0,P1,P5,P5
648.0,-P5,P1,P5
672.0,-P4,P5,P8
696.0,P5,Rest,Rest
720.0,P4,M6,M3
744.0,P5,Rest,Rest
768.0,P5,P5,P8
792.0,P1,P8,P8
816.0,-M2,P4,P5
840.0,m3,m7,P5
864.0,-M3,Rest,Rest
888.0,P4,P8,P5
912.0,P4,Rest,Rest
936.0,-P4,P8,P4
960.0,-m2,M7,P8
984.0,M3,P5,m3
1008.0,P4,P8,P5
1032.0,P5,P8,P4
1056.0,P1,P5,P5
