Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P1,P5,P5
24.0,-M3,m3,P5
48.0,P1,P5,P5
72.0,M3,P5,m3
96.0,M2,M6,P5
120.0,-P5,P1,P5
144.0,-P4,P5,P8
168.0,P4,P8,P5
192.0,-P4,P5,P8
216.0,P4,P8,P5
240.0,-P4,P5,P8
264.0,-P4,P5,P8
288.0,-P4,P5,P8
312.0,-P5,P4,P8
336.0,-P4,P5,P8
360.0,-P5,Rest,Rest
384.0,P5,P5,P1
408.0,-M3,m3,P5
432.0,P5,P5,P1
456.0,P1,P5,P5
480.0,P1,P5,P5
504.0,P5,P5,P1
528.0,P4,P8,P5
552.0,M2,Rest,Rest
576.0,-P5,P1,P5
600.0,P1,P5,P5
624.0,P1,P5,P5
648.0,P5,P5,P1
672.0,P1,P5,P5
696.0,-P5,P1,P5
720.0,-P4,P5,P8
744.0,-M2,Rest,Rest
768.0,P1,P5,P5
792.0,M3,P5,m3
816.0,P1,P5,P5
840.0,-P5,P1,P5
864.0,-M2,P5,M6
888.0,P5,P5,P1
912.0,P4,P8,P5
936.0,P4,P8,P5
960.0,-P4,P5,P8
984.0,P4,P8,P5
1008.0,P4,P8,P5
1032.0,P4,P8,P5
1056.0,P4,P8,P5
1080.0,P4,P8,P5
1104.0,P4,P8,P5
1128.0,P1,P5,P5
