Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P5,P5,P1
24.0,-m3,P1,m3
48.0,P1,-P4,-P4
72.0,P1,P1,P1
96.0,M3,P1,-M3
120.0,m3,d5,m3
144.0,P5,P5,P1
168.0,-P5,P1,P5
192.0,-m3,-d5,-m3
216.0,-P5,-P5,P1
240.0,Rest,P1,Rest
264.0,P1,P1,P1
288.0,P5,P5,P1
312.0,-P4,P5,P8
336.0,P5,m3,-M3
360.0,P1,M3,M3
384.0,-P4,P5,P8
408.0,P5,P5,P1
432.0,P5,P5,P1
456.0,P8,P4,-P5
480.0,P8,P4,-P5
504.0,P8,P5,-P4
528.0,M3,P5,m3
552.0,P5,P5,P1
576.0,M3,P5,m3
600.0,P5,M3,-m3
624.0,P5,P5,P1
648.0,Rest,P1,Rest
672.0,-M3,m3,P5
696.0,P5,P5,P1
720.0,P4,P8,P5
744.0,P5,m3,-M3
768.0,P5,M7,M3
792.0,P4,P8,P5
816.0,P1,P1,P1
840.0,P1,P1,P1
864.0,-P5,-P5,P1
888.0,P1,P1,P1
912.0,P1,P1,P1
936.0,M3,P5,m3
960.0,-P5,P1,P5
984.0,-P5,P1,P5
1008.0,-P5,-m3,M3
1032.0,-P5,-P5,P1
1056.0,Rest,P1,Rest
1080.0,P1,m3,m3
1104.0,P5,P5,P1
1128.0,-P4,P5,P8
1152.0,M7,P5,-M3
1176.0,P8,M7,-m2
1200.0,P4,P8,P5
