Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,P4,P8,P5
48.0,P4,P8,P5
72.0,P4,P8,P5
96.0,P5,P5,P1
120.0,Rest,Rest,P8
144.0,-P4,P5,P8
168.0,-P4,P5,P8
192.0,-P4,P5,P8
216.0,-P5,P1,P5
240.0,Rest,P5,Rest
264.0,P5,P5,P1
288.0,P4,P8,P5
312.0,P4,P8,P5
336.0,Rest,Rest,Rest
360.0,P4,m6,m3
384.0,P4,P8,P5
408.0,P5,P5,P1
432.0,-m3,M6,P8
456.0,P1,P5,P5
480.0,-P4,P5,P8
504.0,-P4,P5,P8
528.0,-P5,P1,P5
552.0,m3,P8,M6
576.0,P1,P5,P5
600.0,P4,P8,P5
624.0,M3,P5,m3
648.0,P4,P8,P5
672.0,P4,P8,P5
696.0,Rest,Rest,Rest
720.0,P4,P8,P5
744.0,Rest,Rest,P8
768.0,Rest,Rest,P5
792.0,Rest,Rest,P8
816.0,P4,P8,P5
840.0,Rest,Rest,P8
864.0,Rest,P8,Rest
888.0,Rest,P5,Rest
912.0,Rest,P8,Rest
936.0,-P4,P5,P8
960.0,Rest,P5,Rest
984.0,Rest,P5,Rest
1008.0,P4,P8,P5
1032.0,P4,P8,P5
1056.0,-P4,P5,P8
1080.0,Rest,P8,Rest
1104.0,Rest,P5,Rest
1128.0,Rest,P8,Rest
1152.0,-P4,P5,P8
1176.0,Rest,P8,Rest
1200.0,Rest,Rest,P8
1224.0,Rest,Rest,P5
1248.0,Rest,Rest,P8
1272.0,P4,P8,P5
1296.0,Rest,Rest,P5
1320.0,Rest,Rest,P4
1344.0,P4,P8,P5
1368.0,P4,P8,P5
