Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,P1,P5,P5
48.0,P4,P8,P5
72.0,P5,P5,P1
96.0,P4,P8,P5
120.0,P4,P8,P5
144.0,P4,P8,P5
168.0,P5,P5,P1
192.0,P4,P8,P5
216.0,M3,P5,m3
240.0,m7,P8,M2
264.0,P8,P8,P1
288.0,P1,P5,P5
312.0,P4,P8,P5
336.0,P5,P5,P1
360.0,P1,P5,P5
384.0,P1,P5,P5
408.0,P4,P8,P5
432.0,P4,P8,P5
456.0,P5,P5,P1
480.0,Rest,P8,Rest
504.0,M3,P1,-M3
528.0,P8,P4,-P5
552.0,P4,P8,P5
576.0,P4,P8,P5
600.0,Rest,P1,Rest
624.0,P5,P5,P1
648.0,P4,P8,P5
672.0,M6,P8,m3
696.0,P5,P5,P8
720.0,Rest,P5,Rest
744.0,P1,P5,P5
768.0,Rest,Rest,m3
792.0,-P4,P5,P8
816.0,-P4,M3,M6
840.0,-P4,P4,m7
864.0,-P4,P5,P8
