Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
16.0,M2,P8,m7
32.0,-P4,P5,P8
48.0,-P4,P5,P8
64.0,-P4,P5,P8
80.0,Rest,Rest,P8
96.0,P4,P8,P5
112.0,M2,P8,m7
128.0,-P4,P5,P8
144.0,Rest,m7,Rest
160.0,P4,P8,P5
176.0,P1,P8,P8
192.0,-P4,P5,P8
208.0,P1,m7,m7
224.0,P4,P8,P5
240.0,P1,P8,P8
256.0,-P4,P5,P8
272.0,P1,P8,P8
288.0,-P4,P5,P8
304.0,Rest,Rest,Rest
320.0,P4,P8,P5
336.0,P1,P8,P8
352.0,-P4,P5,P8
368.0,Rest,Rest,P8
384.0,P4,P8,P5
400.0,Rest,P8,Rest
416.0,-P4,P5,P8
432.0,P1,P8,P8
448.0,-P4,P5,P8
464.0,P1,P8,P8
480.0,-P4,P5,P8
496.0,Rest,P5,Rest
512.0,-P4,P5,P8
528.0,Rest,Rest,P8
544.0,P4,P8,P5
560.0,Rest,P8,Rest
576.0,-P4,P5,P8
592.0,Rest,Rest,P8
608.0,P4,P8,P5
624.0,Rest,P8,Rest
640.0,-P4,P5,P8
656.0,Rest,Rest,P8
672.0,P4,P8,P5
688.0,Rest,P8,Rest
704.0,Rest,P5,Rest
720.0,Rest,P8,Rest
736.0,P4,P8,P5
752.0,Rest,P8,Rest
768.0,Rest,P5,Rest
784.0,Rest,P8,Rest
800.0,-P4,P5,P8
816.0,Rest,Rest,P8
832.0,Rest,Rest,P5
848.0,Rest,Rest,P8
864.0,Rest,Rest,P8
880.0,Rest,Rest,P8
896.0,P4,P8,P5
912.0,Rest,P8,Rest
928.0,Rest,P5,Rest
944.0,Rest,P8,Rest
960.0,Rest,P8,Rest
976.0,Rest,P8,Rest
992.0,-P4,P5,P8
1008.0,-M2,M6,M7
1024.0,P1,P5,P5
1040.0,-P4,P5,P8
