Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P5,-P5,P1
24.0,P5,P1,-P5
48.0,P5,P5,P1
72.0,P5,P5,P1
96.0,P4,P8,P5
120.0,P5,P5,P1
144.0,P4,P8,P5
168.0,P5,P5,P1
192.0,P5,-P4,-P8
216.0,P1,-P5,-P5
240.0,P5,P1,-P5
264.0,P5,M3,-m3
288.0,P5,P5,P1
312.0,P8,P4,-P5
336.0,P4,P8,P5
360.0,P1,P5,P5
384.0,P8,P4,-P5
408.0,M3,P5,m3
432.0,P5,P5,P1
456.0,P8,P4,-P5
480.0,P5,P1,-P5
504.0,-P5,P1,P5
528.0,-P5,P1,P5
552.0,-P5,P1,P5
576.0,-P5,P1,P5
600.0,-P5,P1,P5
624.0,-m6,-m3,P4
648.0,-P4,m3,m6
672.0,P5,P5,P1
696.0,P4,P8,P5
720.0,-P4,P5,P8
744.0,-P5,P1,P5
768.0,P1,P5,P5
792.0,P5,P5,P1
816.0,P1,P8,P8
840.0,P4,P8,P5
864.0,P8,P8,P1
888.0,m6,P4,-m3
912.0,M6,P8,m3
936.0,P8,P8,P1
