Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,P4,P8,P5
48.0,P1,P8,P8
72.0,m3,P8,M6
96.0,M6,P8,m3
120.0,P4,P8,P5
144.0,P4,P8,P5
168.0,P4,P8,P5
192.0,A4,M6,m3
216.0,M6,P8,m3
240.0,P4,P8,P5
264.0,P4,P8,P5
288.0,P8,P8,P1
312.0,P4,P8,P5
336.0,P4,P8,P5
360.0,M6,P8,m3
384.0,P4,P8,P5
408.0,Rest,Rest,Rest
432.0,-P4,P5,P8
456.0,P4,P8,P5
480.0,P1,P8,P8
504.0,m3,P8,M6
528.0,M6,P8,m3
552.0,P4,P8,P5
576.0,P4,P8,P5
600.0,P4,P8,P5
624.0,M6,P8,m3
648.0,M6,P8,m3
672.0,P4,P8,P5
696.0,P5,P5,P8
720.0,P8,P5,P5
744.0,P1,P8,P8
768.0,m3,P8,M6
792.0,M6,P8,m3
816.0,P4,P8,P5
840.0,P4,P8,P5
864.0,P4,P8,P5
888.0,A4,M6,m3
912.0,M6,P8,m3
936.0,P4,P8,P5
960.0,P4,P8,P5
984.0,P8,P8,P1
1008.0,P4,P8,P5
1032.0,P4,P8,P5
1056.0,M6,P8,m3
1080.0,P4,P8,P5
1104.0,Rest,Rest,Rest
1128.0,-P4,P5,P8
1152.0,P4,P8,P5
1176.0,P1,P8,P8
1200.0,m3,P8,M6
1224.0,M6,P8,m3
1248.0,P4,P8,P5
1272.0,P4,P8,P5
1296.0,P4,P8,P5
1320.0,M3,P5,m3
1344.0,M6,P8,m3
1368.0,P4,P8,P5
1392.0,P4,P8,P5
1416.0,P8,P8,P1
1440.0,P4,P8,P5
1464.0,P4,P8,P5
1488.0,M6,P8,m3
1512.0,P4,P8,P5
