Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,P1,P5,P5
48.0,P1,P5,P5
72.0,P5,P5,P1
96.0,P8,P4,-P5
120.0,Rest,Rest,Rest
144.0,P8,P4,-P5
168.0,Rest,Rest,-P8
192.0,P8,P4,-P5
216.0,P8,Rest,Rest
240.0,P5,P1,-P5
264.0,P8,P4,-P5
288.0,P5,P5,P1
312.0,Rest,Rest,M3
336.0,P1,P5,P5
360.0,P4,Rest,Rest
384.0,-P5,P1,P5
408.0,P5,P5,P1
432.0,P5,P5,P1
456.0,Rest,P5,Rest
480.0,P5,P8,P4
504.0,Rest,Rest,P8
528.0,P4,P8,P5
552.0,P1,Rest,Rest
576.0,P5,P5,P1
600.0,Rest,Rest,M2
624.0,-P4,P5,P8
648.0,P4,P8,P5
672.0,P1,P5,P5
696.0,P5,Rest,Rest
720.0,P1,P5,P5
744.0,Rest,P8,Rest
768.0,P4,P8,P5
792.0,Rest,Rest,P5
816.0,-P4,P5,P8
840.0,P1,Rest,Rest
864.0,P4,P8,P5
888.0,Rest,Rest,P1
912.0,P8,P5,-P4
936.0,P5,M3,-m3
960.0,P8,P4,-P5
984.0,Rest,Rest,Rest
1008.0,P8,P4,-P5
1032.0,Rest,Rest,-P8
1056.0,P5,P1,-P5
1080.0,P4,Rest,Rest
1104.0,P8,P4,-P5
1128.0,P8,P4,-P5
1152.0,Rest,Rest,P1
1176.0,P4,P5,M2
1200.0,P4,P8,P5
1224.0,Rest,Rest,Rest
1248.0,P4,P8,P5
1272.0,P1,P5,P5
1296.0,P1,P5,P5
1320.0,Rest,P5,Rest
1344.0,Rest,Rest,P8
1368.0,M2,P8,m7
1392.0,P1,P5,P5
1416.0,-P4,Rest,Rest
1440.0,P1,P1,P1
1464.0,Rest,Rest,M2
1488.0,-P4,P5,P8
1512.0,Rest,P5,Rest
1536.0,P1,P5,P5
1560.0,Rest,Rest,Rest
1584.0,P1,P5,P5
1608.0,P4,P8,P5
1632.0,P1,P5,P5
1656.0,P4,P8,P5
1680.0,P4,P8,P5
