Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P4,P8,P5
24.0,P4,P8,P5
48.0,P5,M3,-m3
72.0,-P4,P5,P8
96.0,-P5,P1,P5
120.0,P4,P8,P5
144.0,P4,P8,P5
168.0,-P4,P5,P8
192.0,-P4,P5,P8
216.0,P5,P5,P1
240.0,P4,P8,P5
264.0,P4,P8,P5
288.0,-P4,P5,P8
312.0,-P4,P5,P8
336.0,P5,P5,P1
360.0,P1,P5,P5
384.0,m3,P5,M3
408.0,-P4,P5,P8
432.0,M6,P8,m3
456.0,P5,P5,P8
480.0,P4,P8,P5
504.0,-P4,P5,P8
528.0,P4,P8,P5
552.0,-P4,P5,P8
576.0,P8,P8,P1
600.0,P4,P8,P5
624.0,P5,P5,P1
648.0,-P8,P1,P8
672.0,-P4,P5,P8
696.0,-P4,P5,P8
720.0,-P4,P5,P8
744.0,P1,P8,P8
768.0,P8,P5,P5
792.0,-P4,P5,P8
816.0,-P8,P1,P8
840.0,-P4,P5,P8
864.0,-P4,P5,P8
