Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,P1,P5,P5
24.0,P8,P8,P1
48.0,P5,P8,P4
72.0,P4,P8,P5
96.0,P5,P5,P1
120.0,P5,P5,P1
144.0,P8,P8,P1
168.0,P4,P8,P5
192.0,P1,P5,P5
216.0,P1,P5,P5
240.0,P1,P5,P5
264.0,P1,P5,P5
288.0,-P4,P5,P8
312.0,P1,P5,P5
336.0,-P4,P5,P8
360.0,P4,P8,P5
384.0,-P4,P5,P8
408.0,P5,P5,P1
432.0,P5,P5,P1
456.0,P8,P8,P1
480.0,P4,P8,P5
504.0,-P4,P5,P8
528.0,P4,P8,P5
552.0,-P4,P5,P8
576.0,m3,P5,M3
600.0,P1,P5,P5
624.0,-P4,P5,P8
648.0,P4,P8,P5
672.0,P4,P8,P5
696.0,-P4,P5,P8
720.0,P1,P8,P8
744.0,m3,P5,M3
768.0,P1,P5,P5
792.0,-P4,P5,P8
816.0,-P4,P5,P8
840.0,P1,P5,P5
864.0,P4,P8,P5
888.0,P4,P8,P5
912.0,P5,P5,P1
936.0,P5,P5,P1
960.0,P4,P8,P5
984.0,P1,P5,P5
1008.0,P1,P5,P5
1032.0,-P4,P5,P8
1056.0,P1,P5,P5
1080.0,P4,P8,P5
1104.0,P4,P8,P5
1128.0,P4,P8,P5
1152.0,-P4,P5,P8
1176.0,P5,M2,P5
1200.0,P4,P8,P5
1224.0,P1,P5,P5
1248.0,P5,P5,P1
