Indexer,interval.IntervalIndexer,interval.IntervalIndexer,interval.IntervalIndexer
Parts,"0,1","0,2","1,2"
,,,
0.0,-P4,P5,P8
24.0,-m2,M7,P8
48.0,P4,P8,P5
72.0,P4,P8,P5
96.0,P1,P5,P5
120.0,M3,P5,m3
144.0,-P5,P1,P5
168.0,P4,P8,P5
192.0,P4,P8,P5
216.0,P4,P8,P5
240.0,-P4,P5,P8
264.0,P4,P8,P5
288.0,M3,P5,m3
312.0,P5,P5,P1
336.0,P4,P8,P5
360.0,P5,P5,P1
384.0,P4,P8,P5
408.0,P1,P8,P8
432.0,P4,P8,P5
456.0,-P4,P5,P8
480.0,-P4,P5,P8
504.0,P4,P8,P5
528.0,P5,P5,P1
552.0,M3,P5,m3
576.0,P4,P8,P5
600.0,M3,P5,m3
624.0,P4,P8,P5
648.0,P4,P8,P5
672.0,P1,P8,P8
696.0,P4,P8,P5
720.0,P8,P8,P1
744.0,P8,P8,P1
768.0,M3,P5,m3
792.0,P4,P8,P5
816.0,P4,P8,P5
840.0,P4,P8,P5
